[00:00:31] 嗯。
[01:17:04] 你们只要能够看懂这个逻辑也就可以了，
[01:17:07] 我这篇文章核心想让大家说的是他，
[01:17:10] 如果前面说的是基层治理，
[01:17:12] 你举例子。
[01:17:13] 就把基层治理放在后面，
[01:17:15] 他让你谈这个基层治理，
[01:17:17] 对于执法工作的启示，
[01:17:18] 你就把执法工作写在后面。
[01:17:21] 他如果前面呢，
[01:17:22] 跟你谈的是基层治理的培训，
[01:17:25] 然后呢，
[01:17:26] 你接着你就再谈一下对于。
[01:17:29] 执法工作的培训。
[01:17:30] 现在逻辑清晰了吗？
[01:17:32] 各位大体理解这种感觉也就可以了，
[01:17:35] 不一定给我完全一样，
[01:17:36] 大体理解这种感觉也就可以了。
[01:17:39] 好吧，
[01:17:40] 好了。
[01:17:41] 再给大家往下走。
[01:17:44] 大家看第三个分论点，
[01:17:46] 应该怎么把它搞定？
[01:17:49] 大家看这个分论点，
[01:17:51] 你们觉得这三个分论点就是平心而论，
[01:17:54] 你们觉得最难的是哪个分论点？
[01:17:57] 哪位同学可以告诉我？
[01:17:59] 就是论证起来，
[01:18:00] 你们觉得最难写的是哪个分类点？
[01:18:02] 是不是就是第三个分类点啊？
[01:18:04] 我们来看看第三个分类点有没有一个好的办法？
[01:18:07] 大家看轻车危机，
[01:18:09] 壮马为业，
[01:18:10] 二者良性互动，
[01:18:11] 方能彰显执法温度与力度。
[01:18:14] 可以的。
[01:18:14] 那么我看我怎么写？
[01:18:16] 首先我袁东老师告诉我要写一个什么名言警句，
[01:18:20] 袁东老师告诉我要写一个影响。
[01:18:23] 袁东老师告诉我要写一个对策或者是例子，
[01:18:26] 袁东老师告诉我还要写一个什么，
[01:18:29] 还要写一个回扣，
[01:18:30] 我们的分论点。
[01:18:32] 大家看这个名言警句，
[01:18:33] 我依然可以用万达的。
[01:18:35] 如果我背下来，
[01:18:36] 我就写背不下来，
[01:18:38] 不写也没关系，
[01:18:39] 然后接着我要写影响。
[01:18:41] 各位，
[01:18:42] 这个是a，
[01:18:43] 这个是b，
[01:18:44] 这个是c，
[01:18:45] 我问大家一下，
[01:18:46] 我这里面要写影响，
[01:18:48] 我可以写多少种影响？
[01:18:51] 大家能不能直接告诉我，
[01:18:53] 我可以写多少种影响，
[01:18:55] 我能不能首先写a对c的影响，
[01:18:58] 我先写一下。
[01:18:59] 然后我再写一下b对c的影响，
[01:19:02] 大家觉得可以不？
[01:19:04] 我就首先要写一下轻车，
[01:19:06] 也就是理清职责，
[01:19:07] 数字赋能。
[01:19:08] 它让执法工作呢，
[01:19:10] 更加高效，
[01:19:10] 更加规范，
[01:19:11] 大家看我给大家写出来一个。
[01:19:15] 大家看就说这个是一个a，
[01:19:17] 这个是一个c，
[01:19:18] 我就先写a对c的影响，
[01:19:20] 大家觉得可以吗？
[01:19:22] 然后写完了a对c的影响，
[01:19:24] 我觉得不行，
[01:19:25] 我还要写一下就说。
[01:19:27] 撞马对于执法工作的影响，
[01:19:29] 也就是b对c的影响。
[01:19:31] b对c有什么影响？
[01:19:32] b对c也就是整合资源，
[01:19:34] 专业培训，
[01:19:35] 对执法工作的影响，
[01:19:37] 大家觉得可以吗？
[01:19:39] 好了，
[01:19:39] 那么写完了a对cb对c，
[01:19:42] 如果我还想把这个影响再写一下的话我可以写什么？
[01:19:47] 我还我能不能写a对b的影响？
[01:19:50] 我能不能写b对a的影响？
[01:19:53] 你们觉得可以吗？
[01:19:54] 就是轻车对于执法肯定是有影响的，
[01:19:57] 撞马对于执法有影响的，
[01:19:59] 我要充分体现出我的辩证思考能力，
[01:20:01] 那么轻车对于撞马有没有影响？
[01:20:04] 撞马对于轻车有没有影响，
[01:20:06] 那我觉得也是有影响的，
[01:20:08] 你看我又把它写出来了，
[01:20:10] 大家看我的逻辑啊，
[01:20:12] 你们来看一下就是轻车。
[01:20:14] 他怎么样？
[01:20:16] 可以让壮马集中力量，
[01:20:18] 就是减负了，
[01:20:19] 你就不用做那么多事情了，
[01:20:21] 你就只你就可以集中力量了。
[01:20:24] 然后呢？
[01:20:25] 但是撞马的话呢？
[01:20:26] 它能够对轻车有什么好处？
[01:20:29] 你想想你是一个马，
[01:20:30] 你拉着这个车，
[01:20:32] 如果你自己很强壮，
[01:20:33] 就代表你能够让这个车呢走的很远。
[01:20:37] 是吧，
[01:20:37] 就证明你们能够对于我们政府机关让执法效能更高，
[01:20:41] 让群众呢更满意也就可以了，
[01:20:43] 大家只要想的合情合理也就行了。
[01:20:46] 好吧，
[01:20:47] 这些大家只要想清楚也就行了，
[01:20:49] 好了，
[01:20:49] 那我问大家一下，
[01:20:51] 接着我们应该怎么办？
[01:20:52] 我们台湾的轻车壮马，
[01:20:54] 我们的例子刚才都已经举光了，
[01:20:57] 我们没有例子了。
[01:20:58] 没有例子，
[01:20:59] 我问大家下应该怎么办？
[01:21:01] 没有例子，
[01:21:02] 直接用规范的对策，
[01:21:04] 这个规范的对策。
[01:21:06] 主要想几个关键词也就行了啊，
[01:21:09] 那么只要想几个规范词，
[01:21:11] 规范的对策，
[01:21:12] 你就是。
[01:21:13] 我们就要把握辩证关系。
[01:21:16] 把握辩证关系，
[01:21:18] 大家觉得可以不把握辩证关系，
[01:21:21] 然后呢就是。
[01:21:23] 既要。
[01:21:25] 轻车。
[01:21:27] 然后又要撞马，
[01:21:29] 大家同意吧，
[01:21:30] 哎，
[01:21:30] 但是我怕其他同学也说清朝撞马，
[01:21:34] 我应该怎么办？
[01:21:36] 我就把它。
[01:21:37] 转化成一个反面的表述，
[01:21:39] 大家看东哥是怎么转化的？
[01:21:42] 执法工作要把握二者辩证关系，
[01:21:45] 那么既要轻车也要壮马。
[01:21:47] 然后呢哎，
[01:21:49] 既要呃，
[01:21:50] 既要轻车费撞马松绑，
[01:21:52] 又要撞马为轻车护航，
[01:21:55] 既要a又要b，
[01:21:57] 既要。
[01:21:57] a对b做什么事又要b对a做什么事，
[01:22:01] 大家能看懂吗？
[01:22:02] 当然你说你中间少写两句都没有问题的啊。
[01:22:06] 好了，
[01:22:07] 那么接着来讲的话，
[01:22:09] 这个时候到底是如何把握呢？
[01:22:12] 我只要想到几个关键词，
[01:22:14] 这就行了，
[01:22:15] 我的关键词不就是轻车是在说减负吗？
[01:22:19] 壮马不就是在说赋能吗？
[01:22:22] 然后呢？
[01:22:22] 我要变成一个长效的机制，
[01:22:26] 我要评估你，
[01:22:27] 我要优化工作模式，
[01:22:30] 我要。
[01:22:30] 加强考核，
[01:22:31] 我要完善管理，
[01:22:32] 我要科技赋能，
[01:22:34] 你随便中间加任何词都是可以形成最后的对策的。
[01:22:38] 现在大家觉得可以吗？
[01:22:40] 各位？
[01:22:40] 那你们觉得我这个给大家写的个性化不？
[01:22:44] 各位，
[01:22:44] 你们觉得个性化吧，
[01:22:46] 大家再来看一下它的逻辑架构啊，
[01:22:50] 我这句话是在说。
[01:22:51] a对c的影响。
[01:22:53] 这一句话是在说b对c的影响，
[01:22:58] 这一句话是在说。
[01:23:01] a对b的影响。
[01:23:03] 那么，
[01:23:03] 这一句话是在说b对a的影响。
[01:23:08] 好吧，
[01:23:08] 然后呢？
[01:23:09] 呃b对a的影响，
[01:23:10] 这句话也是在说b对a的影响，
[01:23:13] 不用多说，
[01:23:14] 然后呢？
[01:23:14] 这句话是指我们宏观的一个对策。
[01:23:17] 以及宏观对策带来的影响，
[01:23:19] 最后具体实实在在怎么做，
[01:23:21] 随便想几首词就行了，
[01:23:23] 如果大家后面不希望评估，
[01:23:25] 你就写完善工作流程。
[01:23:27] 然后呢，
[01:23:28] 健全工作制度是吧？
[01:23:29] 那么增加工作考核，
[01:23:31] 哎呀，
[01:23:31] 你随便写几句废话都没有问题的，
[01:23:34] 这个没有问题。
[01:23:35] 但是如果你在考试的时候，
[01:23:37] 你时间非常紧张，
[01:23:39] 你写不出来这么个性化的，
[01:23:41] 请问大家一下应该怎么办？
[01:23:43] 哪位同学可以告诉我哎，
[01:23:45] 我问大家一下，
[01:23:46] 如果在考试的时候时间非常紧张，
[01:23:49] 应该怎么办？
[01:23:50] 我之前有没有给大家准备一个相对比较万能的话？
[01:23:55] 这段话可以不？
[01:23:57] 这段话可以不在当今社会。
[01:24:00] 快速发展的浪潮中，
[01:24:02] 我们把它改写一下在当今执法工作啊，
[01:24:05] 快速发展的浪潮当中，
[01:24:07] 轻车与撞马似乎成了两个截然不同的概念。
[01:24:11] 但是轻车鱼撞吧是对立关系还是统一关系，
[01:24:15] 是只能孤立割裂还是相互促进那么轻车？
[01:24:19] 可以，
[01:24:20] 怎么样？
[01:24:21] 可以为壮马减负。
[01:24:23] 撞马呢，
[01:24:24] 可以让轻车行稳致远，
[01:24:25] 把它稍微替换一下，
[01:24:27] 这句话为我们提供了一个独特的视角来看待轻车与撞马之间的相互影响和共生关系，
[01:24:34] 即我们应该认识到轻车与撞马。
[01:24:37] 虽然有区别，
[01:24:38] 但是两者不冲突，
[01:24:39] 而是相辅相成，
[01:24:40] 相互统一的关系。
[01:24:41] 二者相得益彰，
[01:24:42] 双向奔赴，
[01:24:43] 大家觉得可以吗？
[01:24:44] 我就把这一段改写完了。
[01:24:46] 改写完了之后呢，
[01:24:48] 然后我就直接放在。
[01:24:50] 我就直接替换从这。
[01:24:53] 到这的所有的话，
[01:24:54] 你们觉得可以不？
[01:24:55] 然后后面我自己想几个词，
[01:24:57] 加上一个对策也就可以了，
[01:25:00] 比如说就说完善工作流程啊，
[01:25:02] 健全工作制度，
[01:25:03] 加强工作考核。
[01:25:04] 那么，
[01:25:05] 还有优化工作管理，
[01:25:06] 优化执法管理行吧，
[01:25:08] 各位？
[01:25:09] 那有的同学又来了，
[01:25:10] 他说老师，
[01:25:11] 那如果我们其他同学也用这个素材怎么办？
[01:25:15] 各位其他同学也用这个素材，
[01:25:18] 怎么办？
[01:25:18] 哪位同学可以告诉我，
[01:25:21] 各位，
[01:25:21] 你们有两个弟弟，
[01:25:23] 一个弟弟叫豆包弟弟。
[01:25:25] 还有一个弟弟叫deep seek弟弟用，
[01:25:28] 他们把这个模板你让给你变成属于你自己的个性化的模板也就行了，
[01:25:34] 借助AI。
[01:25:35] 行吧，
[01:25:36] 同学们。
[01:25:37] 好吗？
[01:25:37] 好啊，
[01:25:38] 当然有的同学非要用元宝抵滴啊，
[01:25:41] 用什么什么千亿滴滴，
[01:25:43] 用什么什么滴滴都是可以的，
[01:25:46] 只要你们合情合理，
[01:25:47] 我都没有问题。
[01:25:49] 好吧OK，
[01:25:50] 然后呢，
[01:25:51] 也就给大家搞定了。
[01:25:53] 花钱花钱买我的课，
[01:25:55] 买我的课，
[01:25:56] 我给你准备，
[01:25:58] 你不想用，
[01:25:59] 你可以改啊，
[01:26:00] 好吧？
[01:26:00] 好了，
[01:26:01] 大家来看一下，
[01:26:02] 我们想写一个结尾，
[01:26:04] 结尾应该怎么写？
[01:26:05] 结尾的话，
[01:26:06] 大家看第一句话是怎么写的？
[01:26:09] 写了一个名言警句，
[01:26:11] 然后呢，
[01:26:12] 第二句话是在写什么？
[01:26:14] 是在写执法工作，
[01:26:15] 对于政府，
[01:26:16] 对于群众的影响。
[01:26:19] 然后呢？
[01:26:20] 第三句话是在写什么期待？
[01:26:23] 呼吁。
[01:26:25] 展望。
[01:26:26] 号召总结就是进入新时代，
[01:26:29] 我们要怎么样？
[01:26:30] 我们要怎么样？
[01:26:32] 再说对策，
[01:26:33] 我们要减负，
[01:26:34] 我们要赋能，
[01:26:35] 这就是轻车，
[01:26:36] 这就是卓玛。
[01:26:37] 又说了一遍。
[01:26:38] 最后，
[01:26:39] 把执法工作搞好，
[01:26:40] 最后把执法工作搞好，
[01:26:42] 写一堆废话也就可以了。
[01:26:44] 好吗？
[01:26:44] 大家觉得可以过吗？
[01:26:46] 大家觉得可以过吗？
[01:26:48] 各位，
[01:26:48] 然后呢？
[01:26:49] 那如果你在最后的时候还有三分钟呢，
[01:26:52] 你来不及写个性化的，
[01:26:53] 请问应该怎么办？
[01:26:55] 推一句名言警句加一句影响，
[01:26:57] 再上一个展望。
[01:26:58] 我们来看一下，
[01:26:59] 应该怎么上才艺？
[01:27:00] 大家看那么长风破浪，
[01:27:03] 会有时直挂云帆济沧海，
[01:27:05] 我不喜欢这个，
[01:27:07] 我还是喜欢大家被那个。
[01:27:09] 就是法律方面，
[01:27:10] 专业相关的站在第二个100年奋斗目标的历史交汇点上，
[01:27:15] 面向十五五这个还有同学写错了。
[01:27:18] 那么，
[01:27:18] 一定把它现在都是十五五了，
[01:27:21] 迈步新征程，
[01:27:22] 然后呢？
[01:27:23] 怎么样驾轻车愈壮马是夺取全面建设社会主义？
[01:27:27] 法治国家新胜利的关键，
[01:27:29] 稍微的根据主题可以变换一两个词，
[01:27:32] 那么为此呢？
[01:27:32] 我们要坚定信念，
[01:27:34] 满怀信心，
[01:27:34] 保持风雨无阻向前进的奋进姿态，
[01:27:37] 激昂越是艰险越向前的精气神。
[01:27:39] 保有踏平凯撒克城大道，
[01:27:41] 都把艰险又出发的顽强一志，
[01:27:43] 方能书写更新完美的时代篇章，
[01:27:46] 大家觉得可以不？
[01:27:47] 各位，
[01:27:48] 反正呢，
[01:27:48] 我的课呢就是。
[01:27:50] 拔高的部分先给你讲，
[01:27:52] 拔高的部分，
[01:27:53] 如果你暂时掌握不了，
[01:27:54] 给你弄了一个托底的也没有问题，
[01:27:57] 我总能够让不同的同学就在在我这有点收获吧。
[01:28:01] 好吧，
[01:28:03] 各位。
[01:28:05] 哎呀，
[01:28:06] 最近还行吗？
[01:28:10] 最近还行吗？
[01:28:11] 到了现在跟到现在绝对有进步吗？
[01:28:16] 哎，
[01:28:17] 绝对有进步嘛。
[01:28:20] 有进步啊，
[01:28:21] 有进步的话呢，
[01:28:22] 就好好的跟啊，
[01:28:24] 我们这个课马上就结束了，
[01:28:26] 我希望大家在结束的时候。
[01:28:29] 哎呀，
[01:28:29] 有一种感觉就是没有白跟这个课也没有白来，
[01:28:33] 我知道你们听课很辛苦啊，
[01:28:35] 每天都能够坚持跟下来，
[01:28:37] 其实真的很不容易。
[01:28:38] 我也能够感觉到大家在这个过程当中的很多的焦虑，
[01:28:42] 很多的心酸，
[01:28:43] 很多的不容易，
[01:28:44] 但是呢，
[01:28:45] 只要你能够坚持下来，
[01:28:46] 我觉得肯定还是有进步的。
[01:28:48] 嗯，
[01:28:49] 在我在我们人生的很多的时候哈，
[01:28:51] 你可能会遇到很多的事情，
[01:28:53] 也可能会遇到很多的坎，
[01:28:55] 你有的时候的话呢，
[01:28:56] 觉得不一定能过，
[01:28:58] 过得了这个关。
[01:28:59] 但是呢，
[01:28:59] 在这个时候，
[01:29:00] 其实你做什么你暂时改变不了你眼前的困难，
[01:29:04] 我觉得大家如果改变不了的话呢，
[01:29:07] 你唯一能做的就是学习。
[01:29:08] 唯一能做的就是成长，
[01:29:10] 唯一能做的就是让自己变得更加优秀，
[01:29:14] 好不好？
[01:29:14] 就是要自己呢？
[01:29:15] 变得更加优秀，
[01:29:17] 人这一辈子你们相信命运吗？
[01:29:19] 相信命运吗？
[01:29:20] 同学们，
[01:29:21] 人这一辈子是有命运的哈，
[01:29:23] 就是人这一辈子是有命运的，
[01:29:26] 有的时候你的人生当中的命就是需要，
[01:29:30] 比如说你在。
[01:29:31] 就是二零二七年考上公务员，
[01:29:33] 那你可能二零二六年呢，
[01:29:35] 你也很努力，
[01:29:36] 你也很优秀，
[01:29:36] 你各方面都到了，
[01:29:38] 但是就差那么一点点运气，
[01:29:40] 比如说就差了点一分，
[01:29:41] 没有考上去。
[01:29:42] 这个时候不要气馁，
[01:29:44] 继续努力也就可以了。
[01:29:46] 好吧，
[01:29:46] 同学们各位。
[01:29:48] 有的人20岁就嫁人生子，
[01:29:51] 有的人30岁了还在追寻自己，
[01:29:53] 有的人为车房拼搏一辈子，
[01:29:56] 有的人50岁骑着一辆单车。
[01:29:58] 走南闯北，
[01:29:59] 你要成为什么样的人过怎么样的生活，
[01:30:02] 有既定的时间的，
[01:30:03] 你没有领先，
[01:30:04] 也没有落后，
[01:30:05] 每个人的花期不同，
[01:30:07] 不必焦虑，
[01:30:07] 有人比你提前拥有人生不是短程跑。
[01:30:10] 而是马拉松在自己的时区里，
[01:30:13] 一切都准时，
[01:30:14] 一岁有一岁的味道，
[01:30:15] 一站有一站的风景，
[01:30:17] 花会沿途盛开以后的路也是。
[01:30:20] 你们都会好的，
[01:30:21] 大家把面试卷打在评论区好吧？
[01:30:24] 我再给大家说一下啊，
[01:30:26] 现在我们已经学到深水区了，
[01:30:28] 大家如果需要就是刷题的话，
[01:30:29] 你自己可以多刷一下题，
[01:30:31] 有个同学刚才问我超大v在评论区里面，
[01:30:34] 我看到了。
[01:30:35] 超大杯呢，
[01:30:35] 已经给大家准备好了哈，
[01:30:37] 超大杯非常厚，
[01:30:38] 基本上来讲呢，
[01:30:39] 我在接下来我想把这个超大杯还有套题呢，
[01:30:42] 就是一起给大家出来了，
[01:30:44] 大约呢，
[01:30:45] 要带着大家把。
[01:30:46] 二一年到二六年，
[01:30:47] 国考的题目基本上都要刷一遍，
[01:30:50] 然后呢，
[01:30:51] 再把二二年到二六年的经典的省考的题目再刷一遍。
[01:30:56] 大家觉得可以不？
[01:30:58] 大家觉得可以不啊，
[01:30:59] 多少钱啊？
[01:31:00] 就是哎呀，
[01:31:01] 我的课就是99块钱，
[01:31:03] 当然我我说这种话呢，
[01:31:04] 你们别老是但是呢，
[01:31:06] 批改的话呢，
[01:31:07] 大概率要单收大家十块钱了。
[01:31:09] 好吧，
[01:31:09] 因为批改的话呢，
[01:31:11] 服务器的成本确实太高了，
[01:31:13] 这个大家能够理解吗？
[01:31:14] 我我真的也不是说就是差这十块钱，
[01:31:17] 因为大家人数太多了。
[01:31:18] 就是我本来想九块九的，
[01:31:20] 但是抖音的九块九还挂不了，
[01:31:23] 我也比较麻烦，
[01:31:24] 就是。
[01:31:25] 我再算一下成本啊，
[01:31:26] 反正大家也也就是这种样子，
[01:31:28] 你要实在是没钱的话呢，
[01:31:30] 就是你听错版课，
[01:31:31] 我也不怪你，
[01:31:32] 我给大家也说的是真心话，
[01:31:34] 但是我给大家说99的时候，
[01:31:36] 我真的没有卖财啊。
[01:31:37] 我有说怎么怎么样，
[01:31:38] 没有那个意思啊，
[01:31:39] 我以前给大家说99有的时候开个玩笑，
[01:31:42] 我就是希望大家99把这些研发好好的，
[01:31:44] 我说我99给你准备了那么多材料，
[01:31:46] 你也不备，
[01:31:47] 结果呢，
[01:31:47] 有的同学就说我卖惨，
[01:31:48] 我卖什么惨啊？
[01:31:49] 没有惨哈，
[01:31:50] 咱肯定也不惨的好吗？
[01:31:52] 大家就加把劲吧，
[01:31:53] 好吧，
[01:31:54] 老同学的话呢，
[01:31:55] 才给你们优惠十块钱，
[01:31:57] 不然这个批改的话呢？
[01:31:59] 批改主要是我们用的是那个阿里云，
[01:32:02] 它后面的那个大模型，
[01:32:04] 加上我们自己的独特的算法。
[01:32:06] 就是调用绿色，
[01:32:07] 你们室内批改一篇文章的话呢，
[01:32:10] 大要要在三到五毛钱的成本。
[01:32:13] 知道吧，
[01:32:13] 就是因为我们同学的话呢，
[01:32:16] 往往你们现在批改呢，
[01:32:17] 都比较往风里面批，
[01:32:19] 就是很多同学呢，
[01:32:20] 一个小题。
[01:32:21] 批个好几次，
[01:32:22] 哎呀，
[01:32:22] 我真是也是真是服了哈，
[01:32:24] 还有的同学的话呢，
[01:32:26] 在那个咸鱼上拿着我的批改的话呢，
[01:32:29] 到处去卖。
[01:32:30] 各位，
[01:32:31] 我求求你了，
[01:32:32] 你你99块钱，
[01:32:33] 你说你在我这边出了20多张答题卡，
[01:32:36] 20多个摇摇乐，
[01:32:37] 你再拿着我的皮改到处去卖。
[01:32:39] 你这这个一批一个就是就是三五毛钱五位，
[01:32:43] 对我这样一说，
[01:32:44] 你又说我卖啥，
[01:32:45] 我都不敢说了，
[01:32:46] 反正我我就是那意思行不行？
[01:32:48] 啊就就就是这个批改的话呢，
[01:32:50] 我觉得你们就实事求是，
[01:32:52] 我我真的在线做一个调调研一下，
[01:32:55] 要不然的话我就干脆就不再批改了吧。
[01:32:57] 大家觉得这个批改就是这些工程师，
[01:33:00] 他们做的这件事情值不值十块钱，
[01:33:02] 如果你们真的是你们就实事求是啊，
[01:33:04] 没有关系，
[01:33:05] 值不值十块钱？
[01:33:06] 就是大约你想想大约30多道题，
[01:33:08] 一道题呢，
[01:33:09] 也就是三毛钱，
[01:33:10] 我觉得差不多能值，
[01:33:11] 如果你们真觉得不值，
[01:33:12] 我就把这个批改取消了，
[01:33:14] 我也把这个团队解散了，
[01:33:16] 也就算了。
[01:33:16] 真的，
[01:33:17] 我就有的时候我也不知道怎么处理啊，
[01:33:19] 因为我并不想收大家的钱，
[01:33:21] 收赚大家批改的钱，
[01:33:22] 因为这个本来就是一个增值服务啊。
[01:33:25] 还有一个问题，
[01:33:26] 就是我昨天嘛，
[01:33:27] 应该在群里面给大家做调研的，
[01:33:31] 反正你们。
[01:33:32] 昨天的调研的话呢，
[01:33:33] 现在一万多名学生呢，
[01:33:35] 就是填的这个调查问卷，
[01:33:37] 大家的反馈都是希望，
[01:33:39] 比如说刷近五年同样的题量。
[01:33:41] 尽量的把近五年的题目刷下来，
[01:33:43] 而不是只刷二六年或者二五年的，
[01:33:46] 这是你们的反馈，
[01:33:47] 这是没有问题的吧？
[01:33:48] 是不是就是如果比如说同样刷100道题，
[01:33:51] 你是希望把这五年比如说国考的全部都刷一遍，
[01:33:55] 还是只希望刷二六和二五两年的？
[01:33:58] 各位，
[01:33:59] 我看见大约是70%的同学给我的反馈都是刷近五年的，
[01:34:03] 这个应该没问题吧啊，
[01:34:05] 反正你们这你们给我说的啊，
[01:34:07] 我都给大家准备好了的好吧？
[01:34:09] 各位，
[01:34:10] 反正你们就没事就刷吧。
[01:34:13] 哎，
[01:34:13] 就给大家说这么多了，
[01:34:16] 爱久见人心，
[01:34:17] 拜拜。
[01:34:18] 面试界跳在评论区。
[01:34:23] 爱过又问起。
[01:34:28] 也许我们都已回到这次面对的幸福，
[01:34:35] 是真的好爱你。
[01:34:38] 因为太珍惜，
[01:34:41] 所以才犹豫。
[01:34:43] 忘了想把彼此抱紧，
[01:34:48] 我不是了解，
[01:34:50] 不能猜测你。
[01:34:53] 疯狂的游戏需要谁追寻别人怎么说？
[01:35:00] 我多么介意我爱不爱你就渐任性，
[01:35:08] 曾一次和你换一个世纪。
[01:35:13] 这一刻，
[01:35:14] 呼吸有一地分离，
[01:35:18] 跨进了春里，
[01:35:21] 成为天。
[01:35:24] 拜拜了啊。
