[00:00:00] 给大家。
[01:12:06] 我天天在直播间，
[01:12:07] 我就坐在这个地方等你来骂。
[01:12:09] 可以吗？
[01:12:10] 但是如果你没背，
[01:12:11] 你在考场上，
[01:12:12] 你拿到试卷的那一刻，
[01:12:14] 你一定会两个反应，
[01:12:16] 第一个反应圆通太牛逼了，
[01:12:18] 第二个反应你自己真的是。
[01:12:20] 太不应该了。
[01:12:21] 这个就跟提前泄题有什么区别啊？
[01:12:24] 同学们，
[01:12:24] 你自己去看一下今年到底考不考，
[01:12:27] 不考就来骂我，
[01:12:28] 但是我让你背，
[01:12:29] 你不背我千叮咛万嘱咐。
[01:12:31] 我都天天都婆婆妈妈的了是吧？
[01:12:34] 这是对婆婆和妈妈就是侮辱的，
[01:12:36] 最后最狠的一次是不我求求你了，
[01:12:39] 你好好的把它给我背下来吧。
[01:12:41] 好吧，
[01:12:42] 好了。
[01:12:43] 你知道吗？
[01:12:44] 今年有个同学就是参加国考，
[01:12:46] 他看出来这个双主题，
[01:12:47] 他写到第三个分类点的时候，
[01:12:49] 他就在现场就哭了，
[01:12:51] 他跟我说他说啊。
[01:12:52] 哎呀，
[01:12:52] 正好是背了的，
[01:12:53] 然后呢？
[01:12:54] 你知道他今年考多少分吗？
[01:12:56] 国考你们知道他今年考多少分吗？
[01:12:58] 考了83分。
[01:12:59] 牛逼吧。
[01:13:01] 考了83分呢，
[01:13:02] 国考你知道国考能够考到60大部分岗位都是可以进面了，
[01:13:07] 国考的60就相当于省考的70啊。
[01:13:10] 很牛逼啊。
[01:13:12] 好吧，
[01:13:12] 加油吧。
[01:13:14] 有的时候你真的你你搞中一个题目，
[01:13:17] 那就很厉害了，
[01:13:18] 大家最后要写一个结尾，
[01:13:20] 这个结尾大家看这个就是一个名言警句。
[01:13:23] 然后呢？
[01:13:24] 这个就是再说一个影响。
[01:13:27] 然后呢？
[01:13:28] 这个就是把目标把奔跑，
[01:13:31] 然后呢啊啊把这些废话呃影响写上去也就行了，
[01:13:37] 就是期待。
[01:13:38] 呼吁展望号召我问大家一下，
[01:13:41] 你们觉得这种行政执政执法的结尾是不是可以提前准备到？
[01:13:46] 是还是不是？
[01:13:50] 我们这个结尾如果改一改，
[01:13:52] 用在上一篇文章，
[01:13:53] 大家觉得行吧也行吧，
[01:13:55] 好了，
[01:13:55] 这个行政执法的结尾呢，
[01:13:57] 你们打卡的话呢，
[01:13:59] 可以拿到十大热点的话题的素材。
[01:14:01] 我给大家准备了30个万能的开头，
[01:14:04] 30个万能的结尾，
[01:14:05] 还有大约200个万能的句子，
[01:14:07] 还有大约30个万能的例子，
[01:14:09] 因为很多同学呢，
[01:14:10] 还需要例子做储备。
[01:14:12] 到时候大家直接领就行了，
[01:14:14] 好好的打个卡，
[01:14:15] 认真的把每一节课总结一下行吗？
[01:14:18] 那如果到最后还有三分钟呢，
[01:14:20] 自己不会写个性化的，
[01:14:22] 我要给你兜个底怎么兜底？
[01:14:24] 依然是名言警句影响和展望，
[01:14:26] 我们来看一下怎么写名言警句？
[01:14:28] 唉呀，
[01:14:28] 我其实执法类的，
[01:14:30] 我不想让大家用这种名言警句扬帆起航，
[01:14:33] 正当时砥砺奋进，
[01:14:35] 普华章第一句话。
[01:14:36] 第二句话站在第二个100年奋斗目标的历史交汇点上，
[01:14:41] 记住了这个是十五五还有的同学。
[01:14:44] 今天给我打卡写了一个十十四五十五五，
[01:14:47] 面向十五五迈步新征程。
[01:14:50] 那么，
[01:14:51] 统筹把握好奔跑与什么目标的关系，
[01:14:55] 是夺取全面建设社会主义法治国家新胜利的关键。
[01:15:01] 稍微调一个词，
[01:15:02] 然后呢，
[01:15:02] 再接着写叫什么，
[01:15:04] 为此我们要坚定信念，
[01:15:06] 满怀信心，
[01:15:06] 保持风雨无阻向前进的奋进姿态，
[01:15:09] 激昂越是艰险越向前的激起谁。
[01:15:12] 保有踏平坎坷成大道，
[01:15:14] 豆瓣艰险又出发的顽强一志，
[01:15:16] 方能书写更新完美的时代篇章，
[01:15:18] 大家觉得可以过吧？
[01:15:20] 可以过的话就给老师打个过。
[01:15:22] 各位，
[01:15:23] 整个的这个文章呢？
[01:15:25] 也给大家写好了啊。
[01:15:27] 哎，
[01:15:27] 其实你看啊。
[01:15:29] 我们给大家准备的这些东西呢，
[01:15:32] 其实是非常详细的，
[01:15:33] 我就担心啊，
[01:15:34] 大家就是听了之后呢，
[01:15:36] 该让你背的不背，
[01:15:37] 该让你练的你不练。
[01:15:39] 其实从研发上来讲的话呢，
[01:15:41] 我真的觉得就是我也是用心了的，
[01:15:43] 当然我水平肯定不行啊，
[01:15:45] 但是用心了的基本上够绝大多数同学用。
[01:15:48] 是吧，
[01:15:48] 你要说你考100分咱也不行，
[01:15:50] 但是你考上公务员，
[01:15:51] 我觉得是大体够用了，
[01:15:53] 我就最担心大家不愿意，
[01:15:54] 不用你平常大家能不能把它背一背？
[01:15:57] 能不能自己把它练一练，
[01:15:58] 另外呢，
[01:15:59] 你们那个批改的话呢，
[01:16:01] 就说我们算法再给大家再升级一次，
[01:16:03] 所以你写的大指纹呢，
[01:16:05] 保留下来，
[01:16:06] 到时候再批改一次。
[01:16:07] 行吧，
[01:16:07] 我能够结合你的文章，
[01:16:09] 给你形成一个个性化。
[01:16:11] 好吧，
[01:16:11] 各位，
[01:16:12] 你敢于动笔，
[01:16:13] 你就能赢了好吗？
[01:16:15] 同学们。
[01:16:16] 哎，
[01:16:16] 最近的话呢，
[01:16:17] 很多同学还是来找我啊，
[01:16:19] 最近这个月是七月份，
[01:16:20] 很多同学毕业了，
[01:16:21] 失恋了，
[01:16:22] 然后呢，
[01:16:22] 或者找不着工作了，
[01:16:23] 或者怎么样，
[01:16:24] 现在的年轻人呢，
[01:16:25] 活的也真不容易啊。
[01:16:27] 还有一个的话呢，
[01:16:28] 大家有没有觉得就是在你的人生当中，
[01:16:31] 你原来的话呢，
[01:16:32] 以为有的人可以为你遮风挡雨，
[01:16:34] 但是你后来发现你以为的这些为你遮风挡雨的人。
[01:16:38] 恰恰是给你真正带来风雨的那些人，
[01:16:41] 有没有同学有这种感觉？
[01:16:43] 各位，
[01:16:44] 我给大家说一下啊，
[01:16:45] 就是你们给我发的很多私信，
[01:16:47] 我其实都在看，
[01:16:49] 但是我呢，
[01:16:49] 因为一天精力有限，
[01:16:51] 不可能天每一条都给大家回复。
[01:16:53] 但是我最近总结了，
[01:16:55] 就是这一周之内的私信，
[01:16:57] 绝大部分同学就是问题都是在朋友的身上，
[01:17:01] 都是在家人的身上。
[01:17:02] 都是在婚姻的身上，
[01:17:04] 我读了你们的这个私信哈，
[01:17:06] 我就觉得你们的朋友，
[01:17:08] 你们的家人，
[01:17:09] 你们的婚姻当中。
[01:17:11] 哎呀，
[01:17:11] 你觉得有没有觉得在人生当中，
[01:17:14] 咱先别讲他们有多好的工作，
[01:17:16] 多大的钱，
[01:17:16] 多大的权，
[01:17:17] 多大的名和利。
[01:17:18] 你有没有觉得在人生当中找一个正常人就挺难的？
[01:17:23] 有没有同学有这种感觉，
[01:17:25] 也可能是因为我私信里面大家都是比较郁闷的才来找我，
[01:17:29] 就是我通过你们的分析，
[01:17:31] 通过你们的抱怨，
[01:17:33] 通过你们的诉苦，
[01:17:34] 通过你们。
[01:17:35] 叫做诉说，
[01:17:36] 通过你们的内容，
[01:17:37] 我觉得有时候在人生当中找一个正常人都是非常难的。
[01:17:42] 是吧，
[01:17:42] 不管是朋友家人婚姻找一个正常人都是比较难，
[01:17:46] 我发现就是如果没有找到正常人，
[01:17:48] 就是你们写的那些所有的条件，
[01:17:51] 即使你的婚姻，
[01:17:52] 你的家人，
[01:17:52] 你的朋友。
[01:17:53] 再有光鲜亮丽的条件，
[01:17:55] 好像生活还是一地鸡毛，
[01:17:57] 所以我觉得能够和一个正常人做朋友，
[01:18:01] 谈恋爱能够和正常的家人做父母，
[01:18:04] 做儿女。
[01:18:04] 做沟通能够和正常的人就是结婚啊，
[01:18:08] 生孩子啊，
[01:18:09] 还有一起养育孩子，
[01:18:11] 其实我觉得是一个最最基础的东西。
[01:18:14] 没有这个基础，
[01:18:15] 很难就有光鲜亮丽，
[01:18:17] 所以呢，
[01:18:17] 上节课就是我们那个高同学是吧？
[01:18:20] 他女朋友的话呢，
[01:18:21] 给他就是戴了绿帽子，
[01:18:22] 然后呢，
[01:18:23] 他每天到我直播间里面的话呢。
[01:18:25] 就是经常的一会说理解他给自己戴绿帽子，
[01:18:29] 一会又说还想让他回来，
[01:18:31] 你记住了，
[01:18:32] 他并不是一个正常人。
[01:18:34] 他不是一个正常人，
[01:18:36] 不管你以为他再美丽再不美丽，
[01:18:39] 你们都没有办法再回去了，
[01:18:41] 你能理解吗兄弟？
[01:18:43] 我真的是为了你好，
[01:18:44] 我不是说想拆散你们俩，
[01:18:46] 而且现在现在你们俩本来就散了，
[01:18:49] 他就不回来了，
[01:18:50] 你再想这些幻想没有任何意义。
[01:18:52] 好吗？
[01:18:53] 另外，
[01:18:53] 除了恋爱，
[01:18:54] 还有学习，
[01:18:55] 还有人生当中的工作，
[01:18:57] 记住了，
[01:18:58] 如果你现在的状态不对，
[01:19:00] 你就得改啊，
[01:19:01] 你不能因为一件事情影响你太久。
[01:19:04] 太耽误事了，
[01:19:05] 成本过高，
[01:19:06] 太不划算了。
[01:19:07] 要救自己万万次，
[01:19:09] 争争进草，
[01:19:10] 绝不动摇。
[01:19:11] 大家觉得可以不要救自己万万次，
[01:19:15] 争争进草，
[01:19:16] 绝不动摇啊。
[01:19:17] 我希望大家有一天呢。
[01:19:19] 真正有一个很好的格局，
[01:19:21] 能够上岸了，
[01:19:22] 能够为人民服务，
[01:19:24] 然后你再。
[01:19:25] 很远很远的地方，
[01:19:26] 你在很高很高的位置，
[01:19:28] 你能够再看你今天的一地鸡毛的话，
[01:19:31] 那个时候就像你在26楼上再看地下的一个小垃圾，
[01:19:35] 你根本就看不见了。
[01:19:37] 我希望大家有一天能够看，
[01:19:40] 我希望你们在最郁闷的时候能够看到最远的地方。
[01:19:46] 把灭世界，
[01:19:48] 敲掉评论区。
[01:19:51] 我不能给你。
[01:19:55] 啊。
[01:19:56] 啊。
[01:19:58] 你是第一个发现我原面目表情，
[01:20:05] 越是心里。
[01:20:08] 难过，
[01:20:09] 所以当我不肯努力的战斗，
[01:20:13] 你会心疼的把握在胸口，
[01:20:17] 你比谁都还。
[01:20:19] 了解我内心的渴望，
[01:20:23] 比表面来得多，
[01:20:26] 所以当我跌断翅膀的时候，
[01:20:30] 你。
[01:20:31] 你出我的陪我学运动。
[01:20:35] 我要去看那最远的地方和你手足保养我。
[01:20:44] 下像从来没有见过梦想一场爱相信，
[01:20:50] 但非就有天空那样。
[01:20:53] 我要再看看。
