[00:00:00] 先试一下翻页笔热个场好吧，
[01:16:19] 会说你要想想是哪个词？
[01:16:21] 接着对谁有影响，
[01:16:23] 大家同意吧，
[01:16:24] 哪个词对谁有影响，
[01:16:27] 请问大家一下要写哪个词的影响？
[01:16:30] 有没有同学能够告诉我是不是要写服务保障的影响你论证，
[01:16:35] 你就是要论证的这个分论点，
[01:16:38] 所以我要写的是一个。
[01:16:40] 服务保障的影响。
[01:16:42] 好，
[01:16:43] 我们这个服务保障下面没有话说了，
[01:16:46] 不知道写什么影响，
[01:16:48] 请问大家一下这个服务保障对谁有影响？
[01:16:52] 哪位同学可以告诉我？
[01:16:54] 第一个是不是还是对于青年人才有影响啊？
[01:16:58] 那么第二个是不是对于我们这个县有影响啊？
[01:17:02] 各位，
[01:17:03] 你说做了一个服务保障，
[01:17:05] 能够让青年人有什么影响？
[01:17:08] 哪位同学能够给我想几个词？
[01:17:11] 哎，
[01:17:11] 你就设想的现实当中，
[01:17:13] 现在如果你考公务员了，
[01:17:14] 然后呢？
[01:17:15] 你考到某个地方异地公务员，
[01:17:17] 他做这些服务保障能够让你有什么影响？
[01:17:20] 是不是能够让你愿意来呀？
[01:17:24] 哎，
[01:17:24] 最好多想几个影响，
[01:17:26] 是不是能够让你也能够留得住啊？
[01:17:30] 别过两天再跑了。
[01:17:32] 那么，
[01:17:32] 是不是能够让你发展好啊？
[01:17:35] 你各方面就是都舒畅了，
[01:17:38] 你当然发展就好了。
[01:17:39] 那么，
[01:17:40] 对于我们县域有什么影响？
[01:17:43] 对于我们县域有什么影响，
[01:17:46] 是不是能够让我们县域的人才链条？
[01:17:51] 巩固根基啊。
[01:17:54] 巩固巩固怎么写？
[01:17:56] 稳固根基吧，
[01:17:58] 我我我一下子不会想了稳固根基。
[01:18:03] 各位，
[01:18:03] 或者你没有其他的词也就可以了，
[01:18:06] 剩下的不就是造句吗？
[01:18:08] 我就想去我前面再加一个词，
[01:18:11] 哎，
[01:18:11] 加一句废话，
[01:18:12] 全方位。
[01:18:12] 的服务保障，
[01:18:14] 你造句你不会做全方位的服务保障，
[01:18:18] 让青年人才愿意来留得住，
[01:18:20] 发展好。
[01:18:21] 为县域人才链条稳固根基，
[01:18:24] 大家看多好啊，
[01:18:25] 你看这个影响也就出来了好了。
[01:18:29] 大家看，
[01:18:29] 从这个地方到这个地方，
[01:18:32] 是在说影响。
[01:18:34] 那么，
[01:18:35] 这个影响我如果前面加一句废话，
[01:18:38] 大家觉得可以吗？
[01:18:40] 没有问题啊，
[01:18:41] 但是它的核心就是在说哪个词对谁有影响？
[01:18:45] 哪个词呢？
[01:18:46] 是在说服务保障对谁呢？
[01:18:48] 对青年人才对谁呢？
[01:18:50] 对县域有什么影响呢？
[01:18:52] 想到关键词愿意来，
[01:18:53] 留得住，
[01:18:54] 发展好，
[01:18:55] 有什么影响呢？
[01:18:56] 能够为人才链条。
[01:18:58] 筑牢稳固根基也就可以了。
[01:19:00] 好了，
[01:19:00] 说完了这个影响之后，
[01:19:03] 请问大家一下，
[01:19:04] 没有话说了，
[01:19:05] 这个时候应该怎么办？
[01:19:07] 哪位同学可以告诉我，
[01:19:09] 我们再练一下这个举例子，
[01:19:11] 举例子我反复给大家说应该举什么样的例子？
[01:19:15] 是不是举例子一共要有几个要素？
[01:19:19] 是不是就是主体加对策，
[01:19:22] 再加上一个影响？
[01:19:24] 那么，
[01:19:24] 我只要找到与服务有关的任何一个例子，
[01:19:27] 与保障有关的任何一个例子，
[01:19:30] 也就可以了。
[01:19:31] 我不需要面面俱到，
[01:19:32] 我只要抓住一个点也就可以了。
[01:19:35] 不用面面俱到好了，
[01:19:37] 那我就给大家来看一下，
[01:19:39] 你们觉得就从这儿到这儿，
[01:19:41] 我们能够帮你安排联络你的吃住行。
[01:19:44] 算不算是服务？
[01:19:46] 那么我们能够在这个算不算服服务保障？
[01:19:49] 我们还能够就是给你提供奖金，
[01:19:52] 让你能够敲开我们的大门。
[01:19:55] 算不算是服务保障？
[01:19:56] 我觉得算吧，
[01:19:58] 所以这个时候我但是我不会改写怎么办？
[01:20:01] 记住东哥的话。
[01:20:03] 例子的改写就是三个方面，
[01:20:05] 第一个是叫主体，
[01:20:07] 第二个是叫对策，
[01:20:09] 第三个是叫影响。
[01:20:11] 同学们把主体给老师打在评论区，
[01:20:14] 这个题目说的主体是指谁？
[01:20:16] 那服务保障是指哪个主体做的服务保障？
[01:20:20] 哎，
[01:20:20] 这个要分清，
[01:20:22] 有的同学选的人才肯定不对，
[01:20:24] 这个主体是指的n线吗？
[01:20:26] 所以大家一起写n线。
[01:20:29] 好了，
[01:20:29] 然后他干了什么样的对策呢？
[01:20:33] 大家来看一下，
[01:20:34] 这里面有一个人才主理人。
[01:20:37] 请问大家下人才。
[01:20:40] 主理人算不算是一个对策算，
[01:20:43] 你就可以把它写进去，
[01:20:46] 不算你就不写了，
[01:20:47] 各位当然算吧，
[01:20:49] 所以我把。
[01:20:50] 这个事情前面加一个动词也就可以了，
[01:20:54] 叫为学子，
[01:20:55] 你看又转化成客观小题了，
[01:20:58] 为学子配备。
[01:20:59] 为学者配备。
[01:21:02] 人才主理人，
[01:21:03] 大家觉得可以不？
[01:21:05] 另外一个还干了什么事情，
[01:21:08] 还干了一个奖资金，
[01:21:10] 还干了一个奖金，
[01:21:12] 请问资金奖金？
[01:21:13] 算不算是一个那这种对策呢？
[01:21:16] 当然算，
[01:21:17] 所以这些而且是40多万元，
[01:21:20] 这个叫什么？
[01:21:21] 这个大家一起写高额。
[01:21:25] 奖励。
[01:21:28] 基金把高额奖励基金前面给老师加一个动词，
[01:21:32] 就能变成一个对策，
[01:21:34] 它和我们前面的概括小题完全是一个套路的。
[01:21:38] 各位，
[01:21:38] 我就加一个设立，
[01:21:40] 大家觉得可以吧？
[01:21:41] 好了，
[01:21:42] 接着写一个影响各位，
[01:21:44] 这个影响大家觉得我既可以用最后的这句话，
[01:21:48] 但是如果我怕和别人重复，
[01:21:51] 我可以稍微把它改写一下。
[01:21:53] 这个影响，
[01:21:54] 请问大家一下对谁有影响？
[01:21:58] 是不是对于人才有影响？
[01:22:01] 我们可以写乙。
[01:22:02] 全方位。
[01:22:05] 保障以全方位保障服务保障。
[01:22:10] 让人才。
[01:22:13] 我。
[01:22:14] 后顾。
[01:22:16] 是优一起把它搞定，
[01:22:18] 大家觉得可以的话，
[01:22:20] 给老师打个一不可以的话，
[01:22:22] 给老师打个二。
[01:22:24] 可以的话，
[01:22:24] 给老师打个一不可以的话，
[01:22:26] 给老师打个二好吧，
[01:22:28] 也就可以把它搞定了吧，
[01:22:30] 这有什么难的，
[01:22:31] 大家看都是取之用，
[01:22:32] 没有枪没有炮，
[01:22:33] 敌人给我们送。
[01:22:34] 这是一个例子就完了，
[01:22:36] 但是大家有没有觉得这个例子也没有什么太出彩的地方，
[01:22:41] 有这种感觉就给老师打个九，
[01:22:43] 没有的话就给打大家。
[01:22:45] 你看这个例子，
[01:22:47] 它就叫结合材料在题干当中，
[01:22:49] 除了结合材料，
[01:22:51] 还有一个要求，
[01:22:52] 叫什么要求大家一起写。
[01:22:54] 叫不拘泥于材料，
[01:22:57] 大家把不拘泥于材料给老师打出来。
[01:23:03] 什么叫不均匀材料？
[01:23:05] 就是要联系社会实际，
[01:23:06] 联系社会实际，
[01:23:08] 这个时候你往往肚子里面在考试的时候大概率你不会。
[01:23:12] 现场就能提前备备好了吗？
[01:23:14] 所以这个时候我们用到非常重要的一招。
[01:23:17] 同学们在评论区敲出来。
[01:23:19] 叫类比推理，
[01:23:21] 大家把类比推理给老师打出来，
[01:23:24] 叫类比推理给老师打出来。
[01:23:28] 这个类比推理是指什么类比推理你这个地方是先进的，
[01:23:33] 很有限，
[01:23:33] 那么还有部分地区，
[01:23:35] 它就和你是相反的，
[01:23:37] 你这个地方。
[01:23:38] 给他就是配备人才主理人，
[01:23:40] 给他配备高额基金，
[01:23:42] 那在其他地方可能就没有这样的就是就是。
[01:23:46] 没就是没有这些服务，
[01:23:48] 然后呢？
[01:23:49] 你这个地方能够让他有后顾之忧，
[01:23:52] 你其他的地方就会让他来得快，
[01:23:54] 走得急。
[01:23:55] 现在大家能够看懂的话，
[01:23:57] 给老师打个一记住了，
[01:23:59] 这些不一，
[01:24:00] 你可以举一个例子，
[01:24:02] 这些例子是可以你编出来的，
[01:24:04] 或者你根据正面的例子。
[01:24:07] 推出的一个反面的例子，
[01:24:08] 这样结合起来，
[01:24:10] 共同形成了一招，
[01:24:11] 这个在申论写作过程当中和你们高中的大作文一样的叫。
[01:24:16] 正反论证，
[01:24:17] 大家把它写出来，
[01:24:18] 叫正反论证，
[01:24:20] 这个就实现了，
[01:24:21] 结合材料又不均匀，
[01:24:23] 材料既然有先进的，
[01:24:25] 那么也就有落后的。
[01:24:27] 先进的有基金，
[01:24:28] 有服务，
[01:24:29] 那么不先进的就是。
[01:24:31] 先进的没有到位，
[01:24:33] 只是嘴巴上的服务就是缺位的，
[01:24:35] 那么先进的能够让人才没有护国之忧，
[01:24:38] 不先进的就能够让人才来了又走。
[01:24:41] 现在听懂了吗？
[01:24:43] 好了，
[01:24:43] 那么最后一句，
[01:24:44] 请问大家下告诉我这句话是在说什么？
[01:24:48] 一起给老师打出来。
[01:24:50] 大家一起写叫。
[01:24:52] 首尾。
[01:24:55] 呼应一起把它写下来，
[01:24:57] 首尾呼应怎么叫？
[01:24:59] 首尾呼应那么首尾呼应第一个先给我增加一个句子。
[01:25:04] 你可以增加奋进新征程，
[01:25:06] 也可以增加不难看出啊，
[01:25:08] 也可以增加一个，
[01:25:10] 因此优化服务保障，
[01:25:11] 把它改写成一句话。
[01:25:13] 唯有把服务做到人才心坎上，
[01:25:16] 各位那如果说优化服务保障，
[01:25:18] 我这句话不不会用心坎上，
[01:25:20] 可以把它写成什么？
[01:25:22] 你们之前背的那三个字动真格下功夫，
[01:25:25] 还有什么做文章，
[01:25:27] 我们可以把它写成，
[01:25:28] 唯有把优化服务保障，
[01:25:30] 那么怎么样？
[01:25:31] 唯有在优化服务保障上动真格。
[01:25:33] 唯有在优化服务保障上下功夫，
[01:25:36] 唯有在优化服务保障上创新路，
[01:25:38] 唯有在优化服务保障上有创新，
[01:25:41] 各位。
[01:25:41] 随便改，
[01:25:42] 你改到天荒地老都没有关系的，
[01:25:44] 永远是不重样的，
[01:25:45] 你那三个字不只是可以用在分论点上，
[01:25:48] 用在分论点的回扣上，
[01:25:49] 那不是一样的吗？
[01:25:51] 打开你的脑袋。
[01:25:52] 好了，
[01:25:52] 然后接着再增加你优化服务保障，
[01:25:55] 到底怎么优化？
[01:25:56] 我可以在细节关怀上优化是吧？
[01:25:59] 不就可以了吗？
[01:26:00] 那么我问大家一下，
[01:26:01] 如果这个细节关怀。
[01:26:03] 我们就是想不到的话，
[01:26:05] 应该怎么办？
[01:26:06] 应该怎么办？
[01:26:07] 能不能稍微替换几个词，
[01:26:09] 比如说刚才那个深入调研能用不？
[01:26:12] 你自己准备几句万能的话，
[01:26:15] 塞进去不就行了吗？
[01:26:16] 比如说那个。
[01:26:18] 叫做深入一线，
[01:26:19] 大家觉得可以不深入一线，
[01:26:22] 可以不比如说深入基层，
[01:26:25] 可以不？
[01:26:25] 随便给我塞几句比较万能的打开你的脑洞，
[01:26:28] 各位那么比如说啊，
[01:26:29] 有的同学说老师我这个不够啊，
[01:26:31] 而且我不想用四个字的词啊，
[01:26:33] 那你还你还有本事再给我写吗？
[01:26:35] 行啊，
[01:26:36] 比如说面对。
[01:26:38] 面的。
[01:26:39] 研究问题，
[01:26:40] 大家觉得可以不面对面的研究问题，
[01:26:44] 大家觉得可以吧？
[01:26:46] 有没有同学能够给老师想出第二句话？
[01:26:49] 啊，
[01:26:50] 我就想用一个排比句，
[01:26:52] 然后呢，
[01:26:53] 面对面的。
[01:26:54] 面对面的部署指导工作，
[01:26:57] 大家觉得可以不面对面的部署指导工作。
[01:27:02] 哎呀，
[01:27:02] 反正文无定法。
[01:27:04] 哎，
[01:27:04] 我自己随便喷啊，
[01:27:06] 这就不就你就把自己想成农村的一个是吧啊，
[01:27:09] 就是那种泼男或者是泼妇，
[01:27:11] 你就坐在你就在考场上就这样喷，
[01:27:14] 然后呢，
[01:27:15] 如果他不让你得满分，
[01:27:16] 不给你议论文，
[01:27:17] 你就喷死。
[01:27:18] 他写到天荒地老，
[01:27:20] 写到一万个字，
[01:27:21] 还有呢，
[01:27:22] 你指导工作不行，
[01:27:23] 还有一个形成一个闭环，
[01:27:26] 面对面的。
[01:27:27] 怎么样解决问题？
[01:27:28] 哎呀，
[01:27:28] 你说吧，
[01:27:29] 你想让我写到哪里吧？
[01:27:31] 你平常和你男朋友女朋友吵架，
[01:27:34] 卖股劲给我写出来不就行了吗？
[01:27:36] 这不就是凑废话吗？
[01:27:38] 不就是水字数吗？
[01:27:39] 好吗？
[01:27:40] 好了，
[01:27:40] 再接着举例子，
[01:27:41] 不用写真实的地名，
[01:27:43] 部分地区也就行了。
[01:27:45] 当然，
[01:27:45] 如果你知道真实的地名，
[01:27:47] 你可以写，
[01:27:48] 也没有问题啊，
[01:27:49] 那么最后你后置硫酸沃土。
[01:27:51] 最后呢，
[01:27:52] 让人才支数吸取养分，
[01:27:53] 你稍微变化一下，
[01:27:54] 才能让人才感受到归属感，
[01:27:56] 没问题的，
[01:27:57] 大家觉得可以过的话，
[01:27:59] 就给老师打个过。
[01:28:00] 大家看，
[01:28:00] 就是从这儿到这儿是在说影响，
[01:28:03] 从这儿到这儿是在说材料当中的例子，
[01:28:06] 主体对策影响，
[01:28:07] 从这儿到这儿是在说我们自己类比出来出来的例子。
[01:28:11] 因为我们不知道哪个地方发生了这件事情，
[01:28:14] 我们就想象了一个地区没有问题的好吧，
[01:28:17] 同学们好了。
[01:28:18] 大家看那如果你在考试的时候，
[01:28:21] 你依然崩溃了，
[01:28:22] 请问大家一下应该怎么办？
[01:28:24] 你就直接用第三个分类点的模板套一下，
[01:28:27] 优化服务保障。
[01:28:28] 技术立足新发展阶段的核心支撑，
[01:28:31] 右手构建新发展格局的内在要求更是统筹推进五位一体总体布局的根本保障。
[01:28:37] 好了，
[01:28:37] 然后呢？
[01:28:38] 我国近些年高度重视人才保障工作，
[01:28:41] 那么成绩有目共睹，
[01:28:42] 没有问题我们就不说，
[01:28:44] 有问题你可以塞，
[01:28:46] 那么我们看到叫做n线为学子配备人才，
[01:28:49] 处理人。
[01:28:50] 设立高额奖励基金，
[01:28:52] 以全方位的保障让人才就是无后顾之忧。
[01:28:56] 法官的部分地区。
[01:28:58] 引进时许诺优护条件落地后服务。
[01:29:03] 缺位导致人才来得快，
[01:29:05] 走得急，
[01:29:06] 因此呢，
[01:29:06] 我们唯有把服务保障呢，
[01:29:09] 哎，
[01:29:09] 放在心坎上，
[01:29:10] 用细节关怀传递温度，
[01:29:13] 才能够让人才。
[01:29:14] 感受到我们的归属感啊，
[01:29:17] 主动扎根奉献，
[01:29:18] 让人才之树吸取养分，
[01:29:21] 茁壮成长。
[01:29:22] 就是把前面的这个用这个壳重新再套一下就可以了，
[01:29:26] 很简单，
[01:29:26] 你就把前面的这个壳用我们这个大模板一套，
[01:29:29] 完全没有问题。
[01:29:31] 行吧，
[01:29:31] 好了，
[01:29:32] 大家觉得可以过的话就给老师打个过，
[01:29:35] 最后呢，
[01:29:36] 要给大家写一个结尾。
[01:29:38] 写结尾，
[01:29:39] 我现在问大家一下，
[01:29:40] 这个世界上最好的结尾应该是什么结尾？
[01:29:44] 哪位同学能够告诉我？
[01:29:46] 就这个世界上最好的结尾是什么？
[01:29:49] 结尾它应该和开头就是呈现一个首尾呼应吧，
[01:29:53] 好和开头如果呈现一个。
[01:29:55] 首尾呼应的话，
[01:29:56] 我现在就问一下大家，
[01:29:58] 你们觉得就是这是我们的一个开头，
[01:30:01] 我们要想把它写成首尾呼应，
[01:30:03] 我们先看看开头怎么写的？
[01:30:05] 这句话开头是在说什么要素？
[01:30:08] 哪位同学可以告诉我这句话开头是在说什么要素？
[01:30:13] 是不是在说一个名言警句啊？
[01:30:15] 是不是再说一个名言，
[01:30:17] 是不是再说一个名言警句啊？
[01:30:20] 那么，
[01:30:20] 我们这个开头写了一个名言警句，
[01:30:23] 我们也给他写一个名言警句，
[01:30:26] 大家觉得可以不？
[01:30:28] 这个时候势均力敌吧，
[01:30:29] 就像你们找男朋友女朋友一样，
[01:30:32] 找了一个门当户对的势均力敌吧，
[01:30:34] 好了，
[01:30:35] 那么我问大家下。
[01:30:36] 从这个地方到这个地方是做了一个解释，
[01:30:39] 还需要再解释吗？
[01:30:41] 我觉得就不需要再解释了，
[01:30:43] 这个没有必要再呼应了。
[01:30:44] 但是那么如果你想解释的话，
[01:30:47] 也没有问题，
[01:30:48] 你看我怎么给大家解释呢？
[01:30:50] 就是你这里面的摘果。
[01:30:52] 它是一个争抢成熟人才的短跑，
[01:30:55] 这里面的种树是前置培育，
[01:30:58] 陪伴成长，
[01:30:59] 深耕土壤的长长远方略。
[01:31:02] 我这里面就是。
[01:31:03] 培育青年的长跑好文章，
[01:31:05] 大家一定能够看得出来，
[01:31:07] 为什么他看你总论点分论点不跑题之后，
[01:31:11] 马上就要看你的开头和结尾，
[01:31:13] 这两个是一起看。
[01:31:15] 就是因为他要看你是否能够做到首尾呼应，
[01:31:18] 我现在问大家一下，
[01:31:20] 你们觉得就这样一讲，
[01:31:21] 能够看懂这个结尾了吗？
[01:31:23] 能够看懂这个结尾了吗？
[01:31:25] 这个结尾大家觉得东哥写的好不？
[01:31:28] 写的好的话就给老师打个好，
[01:31:30] 写的不好的话就打个不好，
[01:31:32] 没有关系啊，
[01:31:33] 这个也没有什么丢人的是吧，
[01:31:35] 就是写的好的话就打个好，
[01:31:36] 不好的话就打个不好，
[01:31:38] 各位你看啊。
[01:31:39] 你用名言警句。
[01:31:40] 然后呢，
[01:31:41] 我也用名言警句，
[01:31:43] 然后呢，
[01:31:44] 你在这里面说那么短期和长期，
[01:31:47] 我在这里面也说短期和长期。
[01:31:50] 那么接着你在这里面说，
[01:31:52] 总的对策也就是那个总论点，
[01:31:55] 我下面也说你上面不是在说以众数思维为统领吗？
[01:32:00] 我下面就把它稍微的。
[01:32:02] 你上面不是说转变人才观念吗？
[01:32:05] 我下面就把它丰富一下，
[01:32:07] 以转变观念为先导校准方向，
[01:32:09] 你上面不是说打造品牌活动吗？
[01:32:12] 我再把它改写成以品牌活动为载体。
[01:32:15] 锤炼本领，
[01:32:16] 你上面不是说优化服务保障吗？
[01:32:18] 我下面就说以服务保障为支撑，
[01:32:21] 凝聚人心，
[01:32:21] 然后呢，
[01:32:22] 接着你不是让我们扎根县域，
[01:32:24] 赋能发展吗？
[01:32:25] 那么扎根我就是深耕沃土。
[01:32:27] 让在落地生根，
[01:32:28] 然后呢，
[01:32:29] 你让我们赋能发展，
[01:32:30] 不就是开花结果吗？
[01:32:31] 你最后让县域高质量发展，
[01:32:33] 你不就是让乡村振兴和县域高质量发展就可以了吗？
[01:32:37] 现在大家能够看懂了吗？
[01:32:39] 平常干结尾的时候是看不出这个没到的吗？
[01:32:42] 现在能够看出来了吗？
[01:32:44] 能够看出来的话就给老师打个机。
[01:32:47] 你想拿到一论文，
[01:32:48] 你先要学会欣赏，
[01:32:50] 先要学会看懂好吧，
[01:32:52] 还有一个我就问大家一下。
[01:32:54] 就是你们收到的这个讲义的时候，
[01:32:57] 觉得比较震撼的同学就打个一。
[01:33:00] 觉得东哥的这个99块钱的课比较良心的去打个一。
[01:33:05] 这本紫色的讲义，
[01:33:06] 后面我给大家准备了各个领域的五个领域的大作文，
[01:33:11] 有没有同学在看？
[01:33:13] 每天晚上能不能答应我就看一篇，
[01:33:16] 不用背不用记，
[01:33:17] 就看一篇，
[01:33:18] 就让大家看一篇，
[01:33:19] 你不是现在睡不着觉吗？
[01:33:21] 不是失眠吗？
[01:33:22] 你每天晚上少刷一会抖音什么的。
[01:33:25] 就看一篇能不能从今天开始坚持做到。
[01:33:28] 我再给大家说一下啊，
[01:33:30] 所有的考国考行政执法类的同学，
[01:33:33] 你们国考的大作文，
[01:33:34] 如果压不中，
[01:33:35] 到时候你们就全网骂我啊。
[01:33:37] 但是我给大家准备的很多东西，
[01:33:39] 我希望大家慢慢再去看行不行？
[01:33:42] 那但是我问大家一下有没有同学在考试的时候有点崩溃，
[01:33:47] 说老师说我在考试的时候。
[01:33:49] 就是我这一句话不会写，
[01:33:51] 有没有这种感觉，
[01:33:52] 有的话给老师打个一各位，
[01:33:54] 如果你这句话不会写的话。
[01:33:56] 我们可以把它改写成什么？
[01:33:59] 我们是不是可以把它改写成影响啊？
[01:34:01] 这个影响依然用那个经济的三个影响，
[01:34:05] 大家觉得可以不？
[01:34:06] 经济的三个影响稍微变换一组，
[01:34:09] 三个影响就可以了吧？
[01:34:10] 那么另外一个我问大家下，
[01:34:12] 如果在考试的时候我一下子写错了，
[01:34:15] 我把这个。
[01:34:16] 写成了开头，
[01:34:17] 然后呢？
[01:34:18] 我把这个写成了结尾，
[01:34:20] 请问大家一下，
[01:34:22] 理论上来讲可以不？
[01:34:23] 理论上来讲也是没有问题的啊，
[01:34:26] 理理论上来讲也是没有问题的，
[01:34:28] 好了，
[01:34:29] 那么但是如果考试还有最后五分钟了，
[01:34:32] 来不及写出这么个性化的。
[01:34:34] 应该怎么办？
[01:34:35] 东哥给大家准备了一个万能的模板，
[01:34:38] 记住了啊，
[01:34:39] 就是万能的模板，
[01:34:40] 就是三句话，
[01:34:41] 第一句话写名言警句，
[01:34:43] 第二句话写影响。
[01:34:44] 第三句话写展望怎么写名言警句，
[01:34:47] 随便选一个各位，
[01:34:49] 你们想选哪一个？
[01:34:51] 这句话送给你们，
[01:34:52] 日日行，
[01:34:53] 不怕千万里，
[01:34:54] 常常做，
[01:34:55] 不怕千万事，
[01:34:56] 这就是我们结尾的第一句话。
[01:34:58] 然后第二句话就写影响叫站在第二个100年奋斗目标。
[01:35:04] 的历史交汇，
[01:35:06] 些电商面向实物卖布新征程，
[01:35:09] 深耕种树之道。
[01:35:11] 是夺取这句话，
[01:35:13] 我稍微把它换一下，
[01:35:16] 是夺取怎么样啊？
[01:35:18] 是夺取全面建设。
[01:35:20] 县域经济新胜利的关键，
[01:35:23] 然后再接着给大家一起往下写，
[01:35:26] 为此呢，
[01:35:27] 我们要坚定信念，
[01:35:28] 满怀信心，
[01:35:29] 保持风雨无阻向前进的。
[01:35:32] 奋进姿态激扬，
[01:35:33] 越是艰险越向前的精气神，
[01:35:35] 保有踏平坎坷成大道，
[01:35:37] 斗霸艰险又出发的顽强意志，
[01:35:39] 方能书写更新完美的时代篇章。
[01:35:42] 各位，
[01:35:43] 请问一下，
[01:35:44] 如果能写成这样，
[01:35:45] 你满意不？
[01:35:47] 各位也满意吧？
[01:35:48] 同学们也满意吧？
[01:35:50] 有的同学说，
[01:35:51] 老师，
[01:35:51] 你墨迹够了吗？
[01:35:52] 墨迹够了啊，
[01:35:53] 这个文章呢，
[01:35:54] 也都给大家放到讲义里边了，
[01:35:56] 另外呢，
[01:35:57] 我们这个批改系统呢，
[01:35:58] 今天把这篇文章也给大家开通了批改。
[01:36:01] 各位，
[01:36:01] 但是这个批改系统的话呢，
[01:36:04] 我提前给大家说一下，
[01:36:05] 我们这一周给大家采用的是一个简单的一个算法。
[01:36:10] 简单的算法。
[01:36:11] 然后呢？
[01:36:12] 下一周的话呢？
[01:36:13] 会给大家再开通一个复杂的算法。
[01:36:17] 那么，
[01:36:17] 两种算法的话呢？
[01:36:19] 可能会给你批改的详尽的程度会不一样，
[01:36:22] 这个大家能接受吧，
[01:36:24] 能接受的话给老师打个一。
[01:36:26] 因为批改系统，
[01:36:27] 我怕一下子给你上了专家级的这种更复杂的算法呢，
[01:36:31] 你一下子会觉得烦，
[01:36:33] 先用简单的算法先大体看一下。
[01:36:35] 觉得咳嗽可以不哎，
[01:36:37] 但是我觉得真正大作文的话呢，
[01:36:40] 能够坚持写的同学不是非常多，
[01:36:42] 因为成功的道路其实并不拥挤。
[01:36:45] 申论的话呢，
[01:36:46] 就是绝大多数同学呢，
[01:36:48] 最后都是选择唉呀，
[01:36:49] 听听课也就算了，
[01:36:51] 不做题唉，
[01:36:52] 我也是理解你们行吧？
[01:36:54] 好吧，
[01:36:54] 小题不讲啊，
[01:36:55] 各位，
[01:36:56] 我们这个大组门的小题放上去就是让大家看一下分论点，
[01:37:02] 与他有关没关？
[01:37:03] 大作文的小题是不讲的，
[01:37:05] 提前给大家说清楚，
[01:37:06] 我们讲哪一块就讲哪一块，
[01:37:08] 一节课就是一个重点，
[01:37:10] 不要给大家发散，
[01:37:11] 现在听懂了吗？
[01:37:12] 好了，
[01:37:14] 各位。
[01:37:15] 今天的话呢，
[01:37:17] 北京市的中考出成绩了，
[01:37:20] 哎呀，
[01:37:21] 我有一个同学。
[01:37:22] 我这个同学的话呢，
[01:37:24] 这几年的话呢，
[01:37:26] 过的呢，
[01:37:26] 稍微有点压抑，
[01:37:27] 心里面呢，
[01:37:28] 记得积累了一肚子气，
[01:37:30] 他之前的话呢，
[01:37:32] 在一个外企工作。
[01:37:33] 有没有同学知道有一个企业叫爱默生，
[01:37:37] 哪位同学知道这个企业？
[01:37:40] 是哪个国家的？
[01:37:41] 有哪个同学可以告诉我以前的话呢？
[01:37:44] 他是在艾默生这个企业工作啊，
[01:37:46] 在艾默生这个企业是艾默生北方。
[01:37:49] 区的一个北方大区的副总裁，
[01:37:52] 也就是整个中国大区各位在我们刚毕业的时候，
[01:37:56] 你知道吗？
[01:37:57] 他就邀请我去他家里面做客，
[01:38:00] 那时候。
[01:38:00] 他家里面铺的那个地板哦，
[01:38:03] 我的妈呀，
[01:38:03] 就特别好，
[01:38:04] 我那个时候还是一个穷鬼，
[01:38:06] 你知道吗？
[01:38:07] 我那个时候。
[01:38:08] 哎呀，
[01:38:08] 在他家里面，
[01:38:09] 中午吃完了饭，
[01:38:10] 他当时呢，
[01:38:11] 给我搞了一点皮的，
[01:38:12] 八+1就搞得我呢，
[01:38:14] 有点晕乎乎的，
[01:38:15] 我这个人酒量不行，
[01:38:16] 于是我就看着他家地板，
[01:38:18] 我就特别的羡慕，
[01:38:19] 我就想我什么时候能够在北京买一套。
[01:38:22] 于是当时呢，
[01:38:23] 我就趁着一点酒劲，
[01:38:25] 就在他家的地板上睡了一觉，
[01:38:27] 然后呢，
[01:38:28] 我睡的时候还做了很久很久的梦，
[01:38:30] 我就想着，
[01:38:31] 哎呦，
[01:38:32] 我能够睡在这种地板上。
[01:38:34] 闻一闻地板的那种地气，
[01:38:36] 我觉得我好幸福啊，
[01:38:37] 好像那一个平米是五万块钱，
[01:38:40] 我吸了那口气也赚了500块钱一样。
[01:38:43] 兄弟们，
[01:38:44] 真的是这种感觉的同学们，
[01:38:46] 他是北方区副总裁啊，
[01:38:48] 然后在我们都没有钱的时候，
[01:38:50] 他爸妈有钱给他买了房子，
[01:38:52] 后来他又自己挣了钱。
[01:38:54] 又买了房子，
[01:38:55] 另外很早很早的时候他就开上了一个宝马六宝马六，
[01:39:00] 那个时候也要100万左右啊，
[01:39:02] 各位全部是顶配的，
[01:39:04] 我就记得他跟我说的一句话。
[01:39:06] 他说东哥要买车的话，
[01:39:08] 一定要买顶配的，
[01:39:10] 否则你根本就不知道。
[01:39:12] 什么叫做这辆车的感受，
[01:39:14] 你根本就体会不到宝马车的这种操控感。
[01:39:18] 他对我说的这种话，
[01:39:20] 对我那个时候贫穷的，
[01:39:21] 我那个时候自卑的，
[01:39:23] 我产生了深深的刺痛，
[01:39:25] 你知道吗？
[01:39:26] 哎呦，
[01:39:26] 那我说你能让我开一下你的宝马吗？
[01:39:29] 他说不能开，
[01:39:30] 但是你可以坐上体验一下，
