[00:00:00] 好好吧。
[01:18:48] 它这种呢，
[01:18:49] 它和小题不太一样，
[01:18:50] 它它的答案是无穷无尽的，
[01:18:52] 好吧，
[01:18:53] 你只要能够把它。
[01:18:54] 写的合情合理也就可以了啊，
[01:18:56] 那么有的同学说老师道理我都懂，
[01:18:59] 但是我写不出来，
[01:19:00] 我就给大家说一下，
[01:19:01] 你一定要敢于写，
[01:19:03] 敢于练，
[01:19:03] 你不写不练，
[01:19:04] 你永远停留在害怕的阶段。
[01:19:06] 你就永远学不会你，
[01:19:08] 你只要写你哪怕写的再差，
[01:19:10] 其实你就觉得简单了，
[01:19:12] 如果你真的从这节课你就死心了，
[01:19:15] 那老师也不怪你。
[01:19:16] 兄弟们，
[01:19:17] 你如果从这节课死心了，
[01:19:19] 请你用你的豆包，
[01:19:20] 哥哥还有你的deep seek弟弟帮帮你，
[01:19:23] 把第三个分类点形成一个属于你自己个性化的。
[01:19:27] 万能的模板把它背下来，
[01:19:29] 然后考试的时候直接往上套，
[01:19:31] 大家觉得行吗？
[01:19:33] 大家觉得行吗？
[01:19:34] 你要是死心了的话呢，
[01:19:35] 你就只能背了好吧，
[01:19:37] 但是你慢慢的，
[01:19:38] 只要越写，
[01:19:39] 你会觉得越好的好吧。
[01:19:41] 多写一写，
[01:19:42] 你们很多同学不愿意写最后的话呢，
[01:19:45] 大家来看一下，
[01:19:46] 这个就是给大家写了一个最后的结尾啊，
[01:19:49] 最后的结尾，
[01:19:50] 大家看这是名言警句。
[01:19:52] 最后的结尾，
[01:19:53] 从这个地方那么到。
[01:19:56] 这个地方是在说二者的一个影响，
[01:19:59] 从这个地方到这个地方是在说的一个期待，
[01:20:03] 呼吁，
[01:20:04] 展望，
[01:20:04] 号召，
[01:20:05] 总结。
[01:20:05] 好吧，
[01:20:05] 也就可以了，
[01:20:06] 但如果大家这个真不会写，
[01:20:09] 怎么办？
[01:20:09] 写不出来这么好的个性化的怎么办？
[01:20:12] 那么。
[01:20:12] 结尾大家其实也就是可以把它当成开头写。
[01:20:17] 把开头那三个影响再换一下也就可以了，
[01:20:20] 三个影响换成就是关于民生方面的，
[01:20:23] 就是万能的影响，
[01:20:25] 直接改写一个，
[01:20:26] 这节课就给大家留一个作业行吧，
[01:20:29] 把开头改写一下。
[01:20:30] OK，
[01:20:30] 那么如果大家还不会写的话，
[01:20:33] 又给大家来了一个保底的，
[01:20:35] 这个保底的大家看直接上名言警句啊，
[01:20:38] 兄弟们。
[01:20:39] 然后呢，
[01:20:40] 姐妹们，
[01:20:41] 风雨多经志，
[01:20:42] 民间关山出渡路由长，
[01:20:44] 然后呢，
[01:20:44] 还有叫什么，
[01:20:46] 大家告诉我。
[01:20:47] 还有站在第二个100年奋斗目标的历史交汇点上，
[01:20:51] 面向十五五迈步新征程，
[01:20:53] 然后呢，
[01:20:54] 统筹把握好小切口与大健康问题，
[01:20:57] 是全面夺取建设。
[01:20:58] 健康中国新胜利的关键，
[01:21:00] 然后最后再来一句叫什么？
[01:21:02] 为此呢，
[01:21:03] 我们要坚定信念，
[01:21:04] 满怀信心，
[01:21:05] 保持风雨无阻向前进的奋进姿态。
[01:21:08] 激昂越是艰险，
[01:21:09] 越向前的精气神保有踏平坎坷成大道，
[01:21:12] 都把艰险与出发的顽强一志方等书写更新，
[01:21:15] 完美的时代篇章。
[01:21:16] 如果你还怕这个给别人重了。
[01:21:18] 自己我给你在开头准备了好好几种，
[01:21:21] 这种万能的，
[01:21:22] 或者你再用deep seek或者豆包弟弟给你呢，
[01:21:26] 再改写一下，
[01:21:27] 也是没有问题。
[01:21:28] 好吗，
[01:21:28] 同学们？
[01:21:29] 好吧好吧，
[01:21:30] 到处都是失恋的啊，
[01:21:32] 失恋也就失恋了吧，
[01:21:34] 哎呀，
[01:21:35] 失恋了至至少你还活着是吧？
[01:21:38] 现在很多人连活都活不起了，
[01:21:40] 你还失恋了，
[01:21:40] 我的妈呀，
[01:21:41] 我我有的时候就觉得你们那么多失恋了，
[01:21:44] 难难道就不能组成一个失恋者联盟吗？
[01:21:47] 然后互相在失恋的人当中呢？
[01:21:49] 再组织一下不就行了吗？
[01:21:51] 是吧你，
[01:21:51] 你这是天天伤心干什么呢？
[01:21:53] 是不是哎呀，
[01:21:54] 我都不明白，
[01:21:55] 既然天天社会上有这么多失恋的人，
[01:21:58] 难道不能够就搞一个失恋者联盟？
[01:22:01] 这不就行了吗？
[01:22:02] 你看你在那评论区，
[01:22:04] 你待会能看看谁失恋了，
[01:22:05] 你就自己的话呢，
[01:22:06] 我不每一节课都让大家打卡吗？
[01:22:09] 你就写一个员工申论好吧？
[01:22:11] 你每一次要打卡，
[01:22:12] 完了之后你就写一，
[01:22:13] 你就再写一个，
[01:22:14] 说我失恋了，
[01:22:15] 然后呢？
[01:22:15] 袁东老师的课堂上谁也失恋了，
[01:22:17] 可以过来跟我啊，
[01:22:19] 我们一起看看适不适合不就行了吗？
[01:22:21] 行吗？
[01:22:21] 同学们。
[01:22:22] 你别在评论区老是打了行吧，
[01:22:24] 俺可都卖不出去的，
[01:22:25] 叫人弄的是吧？
[01:22:26] 你说你干什么呢？
[01:22:27] 好吧，
[01:22:28] 俺给你讲着课吧，
[01:22:29] 你在这边跟人家说你失恋了，
[01:22:31] 然后呢，
[01:22:31] 俺给你讲完了吧，
[01:22:32] 又说东哥刚才失恋了，
[01:22:34] 没听清楚。
[01:22:35] 你再给人家讲一次，
[01:22:36] 你说你到底要干什么呢？
[01:22:38] 是不是俺能俺叫恁弄的俺天天俺又没法讲课，
[01:22:41] 俺呃课堂上不回答恁十遍的问题，
[01:22:43] 你说俺不关注你的身心健康。
[01:22:45] 俺回答你的失失恋的问题，
[01:22:47] 你又说咱浪费时间，
[01:22:48] 一节课又给你讲废话啊，
[01:22:50] 你说我能怎么办？
[01:22:51] 我每节课讲什么废话，
[01:22:53] 我不就是最后的时候给大家讲讲故事吗？
[01:22:56] 是不是？
[01:22:56] 而且我卖课的时候我就说了一节课是一个小时，
[01:23:00] 然后呢，
[01:23:01] 实际上我给你讲了一个半小时，
[01:23:03] 你说有什么或者讲到两个小时。
[01:23:06] 是吧，
[01:23:06] 我也没浪费这一个小时的钱，
[01:23:08] 行不行？
[01:23:09] 你别再光说俺了，
[01:23:10] 俺可都卖不出去了，
[01:23:12] 恁都能闹的哈，
[01:23:13] 恁恁看挣点钱养家糊口，
[01:23:15] 恁就难过，
[01:23:16] 恁失恋了，
[01:23:16] 恁非叫俺跟着你一起。
[01:23:18] 呃，
[01:23:18] 这个事业也卖不出去，
[01:23:20] 课程也失败不行，
[01:23:22] 那应该有点格局行不行？
[01:23:24] 同学们啊，
[01:23:25] 有点格局好吗？
[01:23:26] 好了，
[01:23:26] 所有的同学刚才又把你们夸了一下啊，
[01:23:29] 就是。
[01:23:30] 我们大家下，
[01:23:31] 你们能不能坚持写下来呢？
[01:23:34] 能坚持写不？
[01:23:35] 能坚持写不？
[01:23:37] 能坚持写不？
[01:23:39] 坚持写一写行吗？
[01:23:40] 你不写的话，
[01:23:41] 你老是听，
[01:23:42] 你心中老是有恐惧，
[01:23:44] 你那层窗户纸呢？
[01:23:46] 捅不透，
[01:23:46] 捅不破，
[01:23:47] 你就永远会在那边，
[01:23:48] 就是害怕。
[01:23:49] 好吧，
[01:23:50] 你就记住我的跟你说的话，
[01:23:52] 申论听100次课，
[01:23:54] 做100道题目，
[01:23:55] 批改100次，
[01:23:56] 你大概率能考上的。
[01:23:58] 它和行测不太一样，
[01:23:59] 行测你就算真的刷了一万道题目，
[01:24:02] 最后还不一定能考多少分，
[01:24:04] 但是申论真的是比较容易拿结果的。
[01:24:07] 但是很多同学申论最大的误区就是不愿意写，
[01:24:10] 用了80%的时间学行测，
[01:24:13] 最后考出来每年都是那点分。
[01:24:15] 然后呢，
[01:24:16] 用了20%的时间学申论，
[01:24:18] 最后却考上了，
[01:24:19] 这就很多同学的现状，
[01:24:21] 你只要申论行测，
[01:24:22] 你只要行测不是天赋异禀啊，
[01:24:24] 我跟你说实话。
[01:24:26] 你现在学行测那些时间，
[01:24:27] 你后来想想，
[01:24:28] 大多数时间都是浪费的，
[01:24:30] 还有很多同学最后的倔强明显是数量关系不好。
[01:24:34] 现在呢，
[01:24:34] 三大模块都没搞定，
[01:24:36] 政治理论也没搞定，
[01:24:37] 天天在那边死扣数量，
[01:24:38] 然后呢，
[01:24:39] 明明觉得自己很努力，
[01:24:40] 然后呢啊，
[01:24:41] 用了三个月的时间学数量，
[01:24:43] 然后呢，
[01:24:43] 这个只能感动自己。
[01:24:45] 明白了吗？
[01:24:46] 你感动什么自己啊，
[01:24:47] 没有用到最后考不上，
[01:24:49] 怪谁呀？
[01:24:49] 不就怪我们每个人都是有五个手指头，
[01:24:52] 金木水火土，
[01:24:53] 它不可能一样长的。
[01:24:55] 而且我这些年发现越是数量不好的同学，
[01:24:57] 上岸的概率越大，
[01:24:58] 你们知道吗？
[01:24:59] 因为数量关系不好，
[01:25:00] 他把申论好好学一下，
[01:25:02] 数量关系不好，
[01:25:03] 人家就死抠三大模块，
[01:25:04] 加政治理论，
[01:25:05] 最后照样考个高分。
[01:25:06] 就是那些越是数量关系不好的同学，
[01:25:09] 越要死磕你死磕什么什么样的人才能考上公务员？
[01:25:13] 同学们告诉我。
[01:25:14] 你一般来讲的话，
[01:25:15] 一般来讲，
[01:25:16] 你看公务员啊，
[01:25:17] 往往就是什么，
[01:25:18] 如果今天这件事情自己实在做不了，
[01:25:21] 没关系，
[01:25:21] 回家好好睡一觉，
[01:25:22] 明天的话呢，
[01:25:23] 能做就做，
[01:25:24] 不能做呢，
[01:25:25] 再缓一缓。
[01:25:25] 然后呢？
[01:25:26] 那些就是钻着牛角尖，
[01:25:27] 我数量不行，
[01:25:28] 然后呢？
[01:25:29] 我就我就不能被别人歧视，
[01:25:31] 我苦大仇深，
[01:25:32] 我就一定要好好学数量，
[01:25:34] 于是的话呢，
[01:25:35] 用了三个月的时间学数量。
[01:25:37] 全部都是浪费。
[01:25:39] 别再搞了好吗？
[01:25:40] 同学们，
[01:25:40] 东哥怎么还有录播哦？
[01:25:42] 对了，
[01:25:43] 那个我再给大家说一下，
[01:25:45] 今年我们的套题班。
[01:25:47] 直播给大家准备了20多次课，
[01:25:49] 因为我们我们呢，
[01:25:50] 直播呢，
[01:25:51] 给大家准备了大约25次课，
[01:25:54] 25次直播，
[01:25:55] 然后呢，
[01:25:55] 另外呢，
[01:25:56] 给大家加了一点量。
[01:25:58] 还给大家做了一些这种套题的录播，
[01:26:00] 套题的录播呢，
[01:26:02] 大家每周可以自己拿一篇拿一套题去做一做，
[01:26:05] 这样的话呢，
[01:26:06] 因为我们的直播一直给你讲到考前讲到11月份。
[01:26:10] 到最后再讲到套题的话，
[01:26:12] 你再刷就来不及了，
[01:26:13] 大家现在能够听懂的话，
[01:26:15] 给老师打个一，
[01:26:16] 我再给大家说一下国考的套题，
[01:26:19] 值得大家。
[01:26:19] 出啊，
[01:26:20] 多少国考的套题值得你反复的，
[01:26:22] 每道题刷个三遍，
[01:26:23] 所以我今年套题呢，
[01:26:25] 就提前给大家上线了，
[01:26:26] 你想买就买，
[01:26:27] 不想买也没关系啊，
[01:26:28] 我就是给大家说一下这种课程的。
[01:26:31] 一个含义所在，
[01:26:32] 行吧，
[01:26:32] 你一定平常每周就做一下套题，
[01:26:35] 因为我们套题的话呢，
[01:26:37] 如果都直播的话，
[01:26:38] 我给大家基本上把。
[01:26:40] 二二一年到二五年的套期，
[01:26:42] 二六年的套期，
[01:26:43] 咱们超达杯已经讲了，
[01:26:45] 咱们咱们方全家桶已经讲了，
[01:26:47] 二一年到二五年的套期呢。
[01:26:49] 这五年的套题，
[01:26:50] 你没事你就自己做一做行吗？
[01:26:53] 行的话，
[01:26:53] 给老师打飞机，
[01:26:54] 各位，
[01:26:55] 否则的话就一天上一节课都上不完，
[01:26:57] 今年的题量太大了，
[01:26:59] 我们的超大v和套题呢，
[01:27:01] 加起来的题量是我们全家桶的题量的两倍啊。
[01:27:04] 然后呢？
[01:27:05] 你就平常周末的时间。
[01:27:06] 周末大家行测可以做模考的题目，
[01:27:10] 但是申论不要做模考的题目，
[01:27:12] 申论就直接做真题就行了。
[01:27:15] 国考近五年的真题可以反复做个两到三遍，
[01:27:19] 大家觉得可以吗？
[01:27:21] 可以的话给老师打个一。
[01:27:23] 好吧，
[01:27:23] 各位，
[01:27:24] 山东的题目的话呢？
[01:27:25] 出呃山东的山东的我没敢给大家弄啊，
[01:27:28] 山东那个讲套题的话呢，
[01:27:30] 会有问题，
[01:27:31] 到时候如果有机会的话，
[01:27:32] 在法律允许的范围之内呢？
[01:27:34] 就是我们会到时候通过其他渠道给大家做山东套题的交付好吧，
[01:27:39] 山东套题的话呢，
[01:27:40] 就是没有经你去看一下，
[01:27:42] 大家都不敢上架啊。
[01:27:43] 啊，
[01:27:44] 希望大家能够理解啊，
[01:27:45] 它有点特殊，
[01:27:46] 到时候我具体的会给大家再说行吗？
[01:27:49] 就是行测的刷题那个，
[01:27:51] 你们还要那个行测的超大杯的刷题，
[01:27:53] 我到时候直接给大家免费送了，
[01:27:56] 不要着急的，
[01:27:57] 8月6号给大家。
[01:27:58] 添加进去也就可以了，
[01:28:00] 行吧？
[01:28:01] 这就是那个就是我再给大家说一下啊，
[01:28:04] 就是课程呢，
[01:28:05] 并没有涨价，
[01:28:06] 还是198块钱，
[01:28:08] 两个课各99块钱，
[01:28:09] 但是批改呢，
[01:28:10] 收十块钱。
[01:28:11] 另外，
[01:28:11] 批改今年因为我们后台能够诊断诊断出来，
[01:28:14] 你是不是帮别人代批改的，
[01:28:16] 我们呢，
[01:28:17] 只要发现代批改了，
[01:28:18] 直接封掉全靠。
[01:28:19] 封掉这个号，
[01:28:20] 然后呢？
[01:28:21] 并且呢？
[01:28:21] 不允许你申诉就黑吃黑了，
[01:28:23] 希望你能够理解好吧，
[01:28:25] 你坑我，
[01:28:25] 我就要坑我就坑你行不行？
[01:28:27] 我绝对不能够说，
[01:28:29] 就是放你一马上好吧。
[01:28:30] 因为的话呢，
[01:28:31] 我们批改的话呢，
[01:28:32] 十块钱，
[01:28:33] 我靠100道题目就是一毛钱，
[01:28:35] 一道题目都不够服务器的费用了，
[01:28:37] 好吧，
[01:28:37] 你别再坑我了哈。
[01:28:38] 我提前把丑话给你说到前头了好吧，
[01:28:41] 在哪里拍？
[01:28:41] 今天晚上再出新公款，
[01:28:43] 不是在那个抖音上就行了，
[01:28:45] 大家。
[01:28:45] 就这样啊，
[01:28:46] 我上付费课，
[01:28:47] 不想跟你们说这些课，
[01:28:48] 要不然的话呢，
[01:28:49] 到时候又有的同学说我什么，
[01:28:51] 我上课给大家卖个课什么的，
[01:28:52] 那个我也受不了这个。
[01:28:54] 反正大家想买就买，
[01:28:55] 不想买也没关系啊，
[01:28:57] 小爱同学播放一程山路。
[01:29:00] 好呀，
[01:29:01] 行车的沙琪玛免费送给你们好吧？
[01:29:11] 嗯嗯嗯。
[01:29:29] 青石板留着谁的梦啊？
[01:29:36] 一场秋雨有落叶的花。
[01:29:43] 女人匆匆的赶路啊，
[01:29:49] 走自己的方，
[01:29:53] 人家如匆匆。
[01:29:57] 落叶天光掌握了远山的灵火，
[01:30:04] 想起很久之前我们都说。
[01:30:09] 一夜执着过后。
