[00:00:00] 那是每一天刚好可以更从容，
[01:19:22] 但是它往往需要你把总论点找出来，
[01:19:25] 然后找对策一。
[01:19:26] 然后找对策二，
[01:19:28] 然后找影响，
[01:19:29] 请问这个对策一是来源于哪里？
[01:19:32] 往往直接从题干当中把它扒下来也就可以了。
[01:19:37] 好吧，
[01:19:38] 这个对策二往往从哪里找？
[01:19:41] 往往从材料当中可能需要找一个东西，
[01:19:45] 把它做一个解释。
[01:19:46] 这是非常重要的好吧，
[01:19:48] 分论点的话呢，
[01:19:50] 他只要说的不明确，
[01:19:51] 你看像这种心心心明显是不明确的，
[01:19:54] 我们就把它解释一下。
[01:19:56] 是完全没有问题的好吗？
[01:19:59] 同学们。
[01:20:00] 好了，
[01:20:00] 大家觉得可以，
[01:20:01] 就是你们觉得买了这个大子到现在为止啊，
[01:20:05] 听到这节课觉得有收获的就打个有收获，
[01:20:08] 没有收获的就打个，
[01:20:10] 没有就实事求是，
[01:20:11] 这也没有什么丢人的啊。
[01:20:13] 你们没有收获呢，
[01:20:15] 只能代表我讲的不太好，
[01:20:16] 我给大家说一下，
[01:20:18] 你们觉得大总a他是不是就是我们随心所欲想怎么编就怎么编啊，
[01:20:22] 你会发现？
[01:20:23] 不是的，
[01:20:24] 大作文，
[01:20:25] 它的主观性一直是非常它的主观性确实有，
[01:20:29] 但是它更重要的还是要强调。
[01:20:32] 客观性各位，
[01:20:33] 我最怕的就是那些刚刚接触我的同学，
[01:20:36] 我反而紧密的结合题干结合材料，
[01:20:39] 他反而就侮辱我说你的这个。
[01:20:42] 这个只适合基础，
[01:20:43] 不适合拔高。
[01:20:44] 我问大家一下，
[01:20:46] 你觉得啊？
[01:20:47] 我们是随心所欲去写更难。
[01:20:51] 随心所欲去写更难，
[01:20:53] 还是按照东哥教的这些方法，
[01:20:57] 结合题干结合材料。
[01:20:59] 去写更难，
[01:21:00] 大家觉得哪个更难？
[01:21:02] 我给大家说一下一，
[01:21:04] 其实大道至简，
[01:21:05] 你会发现只要你真正的听过东哥的课，
[01:21:09] 一定是。
[01:21:10] 结合题干和材料去写更难，
[01:21:12] 你申论很多同学总觉得哎，
[01:21:15] 老师一叫他从结合题干结合材料写，
[01:21:18] 他就觉得哎呀，
[01:21:19] 东哥的课是不是只适合小白呀？
[01:21:22] 而不是和高手啊，
[01:21:24] 高手就是应该随心所欲的。
[01:21:26] 请问大家一下，
[01:21:27] 你觉得到底是哪一种更难记住了，
[01:21:31] 永远是结合题干结合材料才能够拿到议论文。
[01:21:35] 很多同学有这个误区，
[01:21:37] 我叫他结合题干，
[01:21:38] 结合材料，
[01:21:39] 包括小题，
[01:21:40] 他反而就觉得这个只是小白这样做高手，
[01:21:43] 根本就不应该结合材料。
[01:21:45] 结合题干，
[01:21:46] 那你就陷入重大的误区了，
[01:21:49] 现在听明白了吗？
[01:21:51] 各位现在听明白了吗？
[01:21:53] 个性化的东西是在哪里体现？
[01:21:56] 同学们个性化的东西是在文采方面去体现。
[01:22:01] 而不是在准确性上去体现，
[01:22:04] 就是你的总论点，
[01:22:06] 分论点，
[01:22:07] 标题一定是要来源于题干和材料的。
[01:22:11] 当然，
[01:22:12] 你要想提高文采没有问题，
[01:22:14] 那些你自己润色也就可以了，
[01:22:17] 好吧好了。
[01:22:18] 这节课呢，
[01:22:19] 还想不想听小故事啊？
[01:22:21] 想听的话我就给你们讲一个，
[01:22:23] 不想听的话呢，
[01:22:24] 我就不再给大家讲了好吧，
[01:22:26] 反正呢，
[01:22:27] 讲完课了哈，
[01:22:28] 想听我就给你们讲一个。
[01:22:30] 你要不想听呢，
[01:22:30] 就可以退出了。
[01:22:31] 各位，
[01:22:32] 你知道吗？
[01:22:33] 我昨天晚上没有什么事，
[01:22:35] 然后呢？
[01:22:36] 我就呢突然想起来我大学的那些同学。
[01:22:39] 于是呢，
[01:22:40] 我就在豆包上搜一下我那些大学的同学到底是干什么的，
[01:22:45] 后来我就把我们班级的同学，
[01:22:48] 我认为就是学习比较好，
[01:22:50] 或者是能力比较出色。
[01:22:52] 或者是比较好的人全部搜了一下，
[01:22:54] 结果我搜完的话呢，
[01:22:56] 我发现我们班啊，
[01:22:57] 这些人啊，
[01:22:58] 有的已经非常非常厉害了，
[01:23:01] 有的话呢。
[01:23:01] 却哎，
[01:23:02] 默默无闻到现在的话呢，
[01:23:04] 都这么大年龄了，
[01:23:06] 在豆包上都搜不到，
[01:23:07] 结果的话呢，
[01:23:08] 今天早晨。
[01:23:09] 我有一个大学同学呢，
[01:23:11] 就给我发信息，
[01:23:13] 各位，
[01:23:13] 你们觉得他这个信息是好事还是坏事？
[01:23:16] 就是我大学同班同学给我发了一个信息。
[01:23:20] 各位，
[01:23:21] 他给我发这个信息呢，
[01:23:22] 他说东哥，
[01:23:23] 我被人家诈骗了，
[01:23:25] 哎呦，
[01:23:25] 我的妈呀，
[01:23:26] 我一听我就知道他要给我干什么了。
[01:23:30] 同学们，
[01:23:30] 我就知道他要问我借钱了是吧？
[01:23:34] 哎呀，
[01:23:34] 我就跟他说哎呦，
[01:23:36] 你是怎么被诈骗了？
[01:23:38] 他说我啊，
[01:23:39] 被人家崩老头了。
[01:23:41] 哎呀我的妈呀，
[01:23:42] 我突然心想兄弟啊，
[01:23:44] 你问我借钱，
[01:23:45] 你也不能够讲一个好的理由吗？
[01:23:47] 你还崩老头啊，
[01:23:48] 我说哎哎哎。
[01:23:50] 咱们现在还不是老头啊，
[01:23:52] 你怎么能够被别人崩老头呢？
[01:23:54] 他说东哥啊，
[01:23:55] 你不知道现在这个崩老头这个项目的话呢，
[01:23:58] 弄的还挺多的，
[01:24:00] 这个老头呢，
[01:24:01] 就是指的那些八零后。
[01:24:02] 九零后都成为老头，
[01:24:04] 也就是现在30多岁，
[01:24:06] 40多岁有一定的收入，
[01:24:08] 然后工作压力又比较大，
[01:24:11] 内心情感又比较空虚的人呢呃，
[01:24:13] 参与了一个游戏。
[01:24:15] 这个游戏叫做崩老头，
[01:24:17] 哎呦，
[01:24:17] 他这样一说，
[01:24:18] 我突然来了兴趣，
[01:24:19] 我说崩老头是什么意思啊？
[01:24:21] 他说就是有一天呢，
[01:24:23] 我在一个钓鱼群里面，
[01:24:24] 别人的话呢，
[01:24:25] 加了我的微信，
[01:24:26] 然后呢，
[01:24:27] 后来呢，
[01:24:27] 我就看他朋友圈。
[01:24:29] 我还发现她是一个美女哦，
[01:24:31] 哎呀，
[01:24:31] 东哥，
[01:24:31] 你不知道哎呀，
[01:24:33] 那个叫什么肤白貌美大长腿啊，
[01:24:35] 他说呢，
[01:24:35] 我哎呀，
[01:24:36] 当时我就点了他一下头像，
[01:24:38] 没想到一下子震动了一下。
[01:24:40] 后来呢，
[01:24:40] 他就给我发信息，
[01:24:42] 哎呦，
[01:24:42] 给我发信息，
[01:24:43] 然后呢，
[01:24:44] 每天的话呢，
[01:24:44] 关心我，
[01:24:45] 早晨都给我发早安，
[01:24:47] 晚上给我发晚安，
[01:24:48] 另外呢，
[01:24:48] 还让我享受一下人生最朴素的幸福。
[01:24:51] 呃，
[01:24:51] 相信我的坚持，
[01:24:52] 终将美好一直在鼓励我，
[01:24:54] 还鼓励我用时间和心情去看看祖国的大好河山。
[01:24:58] 他这样一说，
[01:24:59] 你知道吗？
[01:24:59] 我以为他是看了我的课，
[01:25:01] 他故意来侮辱我的。
[01:25:03] 各位，
[01:25:03] 他说这个人经常给我就是发鸡汤，
[01:25:06] 我的妈呀，
[01:25:06] 我说你要聊天，
[01:25:07] 你就好好聊，
[01:25:08] 你这种寒山摄影说我不太好吧，
[01:25:11] 我说个鸡汤，
[01:25:12] 我什么时候崩了喉了？
[01:25:13] 我都是帮帮我的学生，
[01:25:15] 我的学生都是零零后，
[01:25:16] 我帮你干什么？
[01:25:17] 他说东哥，
[01:25:18] 你是不是有什么误会啊？
[01:25:20] 他说就是我被人家崩了，
[01:25:21] 哎呦，
[01:25:22] 我的妈呀。
[01:25:23] 我说你有几个孩子了，
[01:25:24] 他说东哥，
[01:25:25] 他说我有三个孩子了，
[01:25:27] 我说你都有三个孩子，
[01:25:29] 你在网上给别人聊骚，
[01:25:30] 你还崩老头啊。
[01:25:31] 我说他崩你这个老头有什么好处啊？
[01:25:34] 哎呀，
[01:25:34] 他说东哥他也没那什么好处，
[01:25:37] 他崩我一下，
[01:25:37] 他给我问一下早安，
[01:25:39] 问一下晚安，
[01:25:40] 他有的时候呢，
[01:25:41] 他就说。
[01:25:41] 哎呀，
[01:25:42] 哥哥今天太热了，
[01:25:43] 想喝一杯奶茶都不舍得去买他，
[01:25:46] 他都把话说到这个份上了，
[01:25:49] 东哥你说我。
[01:25:50] 也不差这点钱，
[01:25:51] 我就给他转个20块钱买杯奶茶，
[01:25:54] 然后呢，
[01:25:54] 他又说哎呦，
[01:25:55] 今天嗯，
[01:25:56] 想去动物园，
[01:25:57] 没有门买门票的话呢，
[01:25:59] 感觉好贵啊，
[01:26:00] 有点舍不得，
[01:26:01] 那我再给他转个门票钱。
[01:26:03] 他就这样这样，
[01:26:04] 这样一年也弄了三三五万块钱出去了，
[01:26:07] 哎呀，
[01:26:07] 我说三五万块钱，
[01:26:09] 你的这个身家也不至于破产吧？
[01:26:11] 他说也没有破产，
[01:26:13] 他说关键被我老婆知道了，
[01:26:15] 哎呀我我的妈呀，
[01:26:17] 我就说你这么有钱。
[01:26:19] 你怎么会被你老婆知道的呢？
[01:26:21] 你一年三五万块钱的零花钱，
[01:26:23] 私房钱也没有吗？
[01:26:25] 他说不是东哥，
[01:26:26] 他说是公安打电话给我，
[01:26:28] 把我叫过去了。
[01:26:29] 他说因为他们这个崩老头是一个团队，
[01:26:32] 你知道吗？
[01:26:33] 他们崩老头是一个团队，
[01:26:35] 而我说他们团队崩了多少人啊？
[01:26:37] 他说崩了好几五六千人。
[01:26:39] 这个案子在北京还比较大，
[01:26:41] 他说呢，
[01:26:42] 就把我传唤过去了，
[01:26:43] 结果的话呢，
[01:26:44] 我不在家，
[01:26:44] 公安上门的话呢，
[01:26:46] 把我老婆跟我说了一下，
[01:26:47] 这个崩老头的事情。
[01:26:48] 所以我老婆在网上一查孟老头，
[01:26:51] 原来是这个事情，
[01:26:52] 现在的话呢，
[01:26:53] 就跟我过不去了，
[01:26:54] 各位，
[01:26:54] 然后呢，
[01:26:54] 我说哎呀，
[01:26:55] 那没办法，
[01:26:56] 你自己做的饿，
[01:26:57] 你自己家里面都三个小孩了，
[01:26:59] 你天天给别人聊骚。
[01:27:00] 你这个怪你吗？
[01:27:01] 怪你老婆吗？
[01:27:02] 这不怪你自己吗？
[01:27:03] 你不应该深刻的反思吗？
[01:27:05] 我说你除了崩老头，
[01:27:06] 你和这个人还有没有其他一些其他一些见不得人的事情？
[01:27:10] 哎呀，
[01:27:10] 他说东哥真的没有，
[01:27:12] 我说你都是男的，
[01:27:13] 你别不好意思，
[01:27:14] 到底有没有？
[01:27:15] 你要有的话，
[01:27:16] 你这个婚姻就没法挽救了，
[01:27:18] 他说东哥真的没有。
[01:27:19] 哎呀，
[01:27:19] 我说反正你现在吧，
[01:27:21] 你有三个小孩，
[01:27:22] 你做出这种事，
[01:27:23] 我已经完全不能够相信你的人品了，
[01:27:25] 他说东哥真的没有，
[01:27:27] 我说我不相信你，
[01:27:28] 我说面对美女，
[01:27:29] 我说就你这样的，
[01:27:30] 你肯定扛不住的。
[01:27:31] 我说我也是男的是吧，
[01:27:33] 我觉得你扛不住，
[01:27:34] 我觉得我对你的品行我太了解了，
[01:27:37] 你扛不住，
[01:27:38] 他说东哥我是扛不住，
[01:27:39] 但是的话呢，
[01:27:40] 哎呀。
[01:27:41] 你知道吗？
[01:27:41] 崩我的那个人，
[01:27:43] 他不是个女的，
[01:27:44] 他是个男的。
[01:27:46] 各位，
[01:27:46] 他只是弄了个微信，
[01:27:48] 天天发朋友圈，
[01:27:49] 他是个男的来帮我，
[01:27:51] 而且他跟我们差不多大。
[01:27:54] 行啊，
[01:27:55] 兄弟们，
[01:27:55] 你就看看这些人吧，
[01:27:57] 是吧？
[01:27:57] 哎，
[01:27:57] 你你看看你挣了这个钱，
[01:27:59] 你到最后的话呢，
[01:28:01] 你会发现怎么样？
[01:28:02] 你的人品不好是吧？
[01:28:04] 你你老婆给你生了三个孩子，
[01:28:07] 你还天天崩老头崩老头。
[01:28:09] 你你作为一个八零后，
[01:28:10] 九零后，
[01:28:11] 你竟然被一个八零后，
[01:28:13] 九零后的男的给给崩了。
[01:28:15] 兄弟们给崩了，
[01:28:16] 兄弟们，
[01:28:17] 你看这个事情啊，
[01:28:19] 搞笑不搞笑？
[01:28:20] 结果的话呢，
[01:28:21] 就因为这件事情，
[01:28:23] 他给他老婆的话呢，
[01:28:24] 经常吵架，
[01:28:25] 他老婆的话呢，
[01:28:26] 就说闹到单位了。
[01:28:28] 你们知道最后产生了一个什么事情吗？
[01:28:30] 你们知道产生了一个事情什么事情吗？
[01:28:33] 他老婆闹到单位了。
[01:28:34] 然后呢，
[01:28:35] 闹到单位了，
[01:28:36] 在单位上的话呢，
[01:28:38] 弄得纷纷扬扬的，
[01:28:39] 最后的话呢，
[01:28:40] 本来要七八本来的话呢，
[01:28:42] 在单位。
[01:28:43] 诶，
[01:28:43] 要要要有一个很重要，
[01:28:45] 我不方便说啊，
[01:28:46] 否则的话到时候会泄露他的信息，
[01:28:48] 结果的话呢，
[01:28:49] 后来灰头灰脸的离职了。
[01:28:51] 到现在的话呢，
[01:28:52] 离职这么久没有工作了，
[01:28:54] 找不到工作了。
[01:28:56] 你服不服吧？
[01:28:57] 同学们一个好好的家庭，
[01:28:59] 就这样。
[01:29:00] 就这样给败了。
[01:29:03] 服不服同学们？
[01:29:04] 我不是给你们开玩笑的，
[01:29:05] 我给你们讲的是一个真实的故事，
[01:29:08] 就一个好好的家庭，
[01:29:09] 现在弄得妻离子散。
[01:29:11] 是吧，
[01:29:11] 没法过日子了，
[01:29:13] 各位。
[01:29:14] 好了，
[01:29:15] 这是一个走下坡的路的故事，
[01:29:18] 想不想听一个走上坡路的故事？
[01:29:21] 各位。
[01:29:22] 我们班还有一个同学啊。
[01:29:24] 然后呢？
[01:29:25] 在班里面呢？
[01:29:26] 学习呢？
[01:29:27] 一直是倒数。
[01:29:28] 并且的话呢，
[01:29:29] 就是人员呢，
[01:29:30] 也不是非常的好哎，
[01:29:32] 这个毕业之后呢，
[01:29:34] 大家都找到比较好的工作啊，
[01:29:36] 我们班去干金融的人比较多。
[01:29:39] 你像去那个中金啊什么的比较多，
[01:29:41] 中金的员工的平均的年薪大约是116万，
[01:29:45] 就是你应届生进去之后呢，
[01:29:47] 一年也有80多到100多吧。
[01:29:49] 基本上就是这个，
[01:29:51] 这个收入的情况，
[01:29:52] 我们班很多人都是去干的，
[01:29:54] 是金融，
[01:29:55] 各位我们班很多人干的是金融。
[01:29:58] 这个人的话呢他。
[01:29:59] 就是找工作一直不太好找，
[01:30:01] 我也不知道为什么，
[01:30:03] 其实我觉得他还行，
[01:30:04] 但是他每一次面试都不行，
[01:30:06] 后来的话呢，
[01:30:07] 就是你们知道吗？
[01:30:08] 有一段时间。
[01:30:09] 印度那边发展的比较快。
[01:30:11] 然后呢，
[01:30:12] 中国有一个名词叫出海印度的话呢，
[01:30:15] 大家知道什么样的工种比较多，
[01:30:18] 除了那些底层的高层的印度，
[01:30:21] 大家知不知道码农比较多？
[01:30:23] 你们知道吧，
[01:30:24] 现在美国的那些顶级的科技公司，
[01:30:27] 很多的CEO都是印度的，
[01:30:29] 印度人呢？
[01:30:30] 搞软件的非常多。
[01:30:31] 哎，
[01:30:31] 结果的话呢，
[01:30:32] 中国这个商业呢比较好，
[01:30:34] 他就想到印度呢，
[01:30:35] 就是找一波人呢，
[01:30:37] 就是在印度做些APP，
[01:30:38] 比如说中国国内有什么APP，
[01:30:40] 他就到印度换一个名字，
[01:30:42] 继续做这种APP。
[01:30:43] 想把国内的模式复制到那个国外。
[01:30:46] 你们猜，
[01:30:47] 后来中印关系有一段时间比较紧张，
[01:30:50] 咱们国家呢，
[01:30:51] 还有人在边境牺牲了，
[01:30:53] 后来的话呢，
[01:30:54] 印度非常不要脸，
[01:30:55] 你们知道干了一件什么事情吗？
[01:30:58] 就是把所有的中资。
[01:31:01] 还有中国人搞的这些APP全部给封禁了，
[01:31:05] 给给给没收了，
[01:31:06] 把资金公司全部直接没收了，
[01:31:09] 反正他那个公司是没收了的。
[01:31:12] 当时呢，
[01:31:13] 他是拿着我们班另外一个人给他投资的钱去投资的，
[01:31:17] 你们知道多少钱吗？
[01:31:18] 哪位同学知道多少钱一共融了多少钱？
[01:31:21] 你们知道一共融了多少钱吗？
[01:31:24] 他搞的是这是大生意啊，
[01:31:25] 因为我们班很多同学都都是搞投资的，
[01:31:28] 当时一共是拿了四亿美金。
[01:31:30] 四亿美金啊，
[01:31:31] 呵呵，
[01:31:32] 这是前前后后啊，
[01:31:33] 就是国内的，
[01:31:34] 你们知道的很多的大的资本里面都有我的学生，
[01:31:37] 然而都不是都有都有我的同班同学。
[01:31:40] 就是反正呢，
[01:31:41] 很多机构跟他一起搞了四亿美金，
[01:31:43] 因为你再少的的话，
[01:31:44] 在印度也干不成什么大生意，
[01:31:46] 他真是去干大生意的。
[01:31:47] 结果呢，
[01:31:48] 后来账上花了一些，
[01:31:49] 可能还有三亿美金，
[01:31:51] 不知道是因为什么原因，
[01:31:53] 反正印度那边人也不讲理，
[01:31:55] 就给他直接冻结了。
[01:31:56] 冻结了之后，
[01:31:57] 请问这个事情要他赔吗？
[01:31:59] 要他赔的话打个一，
[01:32:01] 不要他赔的话打个二。
[01:32:04] 各位要他赔的话，
[01:32:05] 打个一不要他赔的，
[01:32:06] 打个二一开始是要他赔的，
[01:32:09] 但是后来呢，
[01:32:10] 因为这个事情确实是一个不可抗力。
[01:32:13] 确实是一个不可抗力，
[01:32:15] 后来的话呢，
[01:32:16] 可能很多就是这个投资公司啊，
[01:32:18] 也就把这个当成一个就是这个坏账了，
[01:32:21] 直接把它处理了。
[01:32:23] 但是请问他放弃了吗？
[01:32:25] 你们觉得他放弃了吗？
[01:32:27] 各位他没有放弃，
[01:32:28] 因为他他说我回到国内也是死路一条，
[01:32:31] 我来了之后我就跟印度人呢拼到底。
[01:32:34] 最后的话呢，
[01:32:35] 就是可能三亿美金啊，
[01:32:37] 也不知道他怎么去啊，
[01:32:39] 就是围猎的一些印度的，
[01:32:42] 就是相关方面的负责人啊。
[01:32:44] 最后的话呢，
[01:32:45] 他把这三亿美金，
[01:32:46] 你猜他要了多少钱回来？
[01:32:48] 有没有同学能够猜到你们知道三亿美金他要了多少钱回来？
[01:32:52] 三亿美金，
[01:32:52] 他竟然全部都要回来了。
[01:32:54] 既然全部都要回来了，
[01:32:56] 我不知道他用的什么什么手段，
[01:32:58] 他不方便跟我说，
[01:33:00] 然后呢，
[01:33:00] 这三亿美金要回来之后。
[01:33:02] 这个事情你们知道吗？
[01:33:04] 只有我知道，
[01:33:05] 然后呢？
[01:33:06] 那些投资机构都不知道，
[01:33:08] 然后呢？
[01:33:08] 有一天晚上他突然发了一个朋友圈，
[01:33:11] 他说终于翻身了。
[01:33:13] 你不知道吗？
[01:33:14] 他当时走投无路的时候问我借了30个w啊，
[01:33:18] 问我借了30个w各位，
[01:33:20] 然后呢？
[01:33:21] 终于翻身了。
[01:33:22] 并且的话呢，
[01:33:23] 他还了我多少钱，
[01:33:24] 你们猜一下还了我多少钱，
[01:33:26] 还了我60个w哈哈哈，
[01:33:28] 还了我60个w真的他消失了一两年，
[01:33:31] 我都知道，
[01:33:32] 我都觉得他已经死了，
[01:33:33] 你知道吗？
[01:33:34] 然后呢？
[01:33:35] 我也觉得这个钱没了，
[01:33:37] 各位他最后还了我60个w我的妈呀，
[01:33:41] 各位对是US多了啊，
[01:33:43] 然后呢？
[01:33:44] 结果的话呢现在。
[01:33:46] 怎么样？
[01:33:46] 你们知道他现在在哪里吗？
[01:33:48] 我也不知道他现在在哪里，
[01:33:51] 我只是昨天晚上想起这件事，
[01:33:53] 我又看了他最新的一个朋友圈的定位。
[01:33:56] 这个定位的话呢，
[01:33:58] 是在什么地方猜一猜？
[01:34:00] 在中东。
[01:34:01] 啊，
[01:34:02] 在中东有一个地方，
[01:34:03] 那个地方就是洗钱的比较厉害的地方，
[01:34:07] 叫什么地方来着？
[01:34:08] 这叫叫什么来着？
[01:34:10] 叫什么来着？
[01:34:11] 我一下子忘了哈。
[01:34:13] 就是啊，
[01:34:13] 对对，
[01:34:14] 迪拜迪拜在迪拜啊，
[01:34:15] 在迪拜你知道吗？
[01:34:17] 还好像那个房子还是他自己买的。
[01:34:19] 各位，
[01:34:20] 然后呢？
[01:34:20] 于是呢？
[01:34:21] 我我那天呢？
[01:34:22] 我就跟他聊天，
[01:34:23] 我说你你以后就在中东安家了吗？
[01:34:25] 他说不是，
[01:34:26] 他说呢？
[01:34:26] 东哥，
[01:34:27] 我只是在这边过渡一下，
[01:34:29] 马上我就去美国了。
[01:34:30] 在美国呢，
[01:34:31] 有一个弯曲，
[01:34:32] 哎呀，
[01:34:33] 他还把他的弯曲的大house就这啊，
[01:34:36] 发给我看了一下。
[01:34:37] 邀请我过去。
[01:34:39] 各位，
[01:34:39] 我就问你们一下。
[01:34:41] 就是我这个同学，
[01:34:43] 我想跟你说的是什么呢？
[01:34:46] 你想想面对印度人这种是吧？
[01:34:49] 啊，
[01:34:49] 面对印度人这种没有底线的做法，
[01:34:52] 然后呢，
[01:34:53] 他又是在异国他乡，
[01:34:54] 你觉得他可能能够成功吗？
[01:34:57] 可能的话，
[01:34:57] 给老师打个一不可能的话，
[01:34:59] 给老师打个二。
[01:35:01] 各位一般人都是觉得不可能成功的，
[01:35:03] 而且我这个同学没有什么生活负担，
[01:35:06] 我这个同学呢，
[01:35:07] 是个gay啊，
[01:35:08] 我们也是一个宿舍的，
[01:35:09] 我们宿舍出了很多人才啊。
[01:35:11] 我这个同学是个gay，
[01:35:13] 他也不生不结婚，
[01:35:14] 也不生小孩，
[01:35:15] 也没有什么负担，
[01:35:16] 也不像你们似的，
[01:35:17] 还要买学区房买什么的，
[01:35:19] 哎呀，
[01:35:19] 根本不在乎这些。
[01:35:20] 但是你会发现，
[01:35:22] 依然没有放弃，
[01:35:23] 依然坚持到最后，
[01:35:25] 用尽所有的力气。
[01:35:27] 把什么把这笔钱给要回来了，
[01:35:30] 请问大家下厉害不啊？
[01:35:32] 厉害不？
[01:35:33] 这要回来了，
[01:35:34] 人家投资人也不问他要了。
[01:35:36] 然后和解了这些钱呢，
[01:35:38] 要回来就全成他自己的了。
[01:35:40] 各位，
[01:35:41] 你要知道你面对的是阿三，
[01:35:45] 你还能不放弃，
[01:35:47] 多么牛逼啊，
[01:35:49] 同学们。
[01:35:50] 如果是你们的话，
[01:35:51] 你们会放弃吗？
[01:35:52] 这个钱不是要了一天两天，
[01:35:55] 也不是要了一年两年整整，
[01:35:57] 至少要了两年半。
[01:35:59] 在异国他乡，
[01:36:01] 他的英语还没有我好，
[01:36:03] 我就是山东英语嘿慢，
[01:36:05] what are you doing真的？
[01:36:07] 我就是山东，
[01:36:08] 他那个他那个英语我靠，
[01:36:10] 他那英语真的不行，
[01:36:12] 你知道吗？
[01:36:14] 哎什幺小黑子。
[01:36:17] 还小黑呢，
[01:36:18] 还小黑子，
[01:36:19] 哎呦我的妈呀，
[01:36:21] 大黑子呢，
[01:36:22] 好吧，
[01:36:22] 然后呢，
[01:36:23] 唉，
[01:36:23] 大家一起加把劲好吧。
[01:36:26] 他老家是哪的？
[01:36:27] 我不方便给大家说啊。
[01:36:29] 我不方便给大家说，
[01:36:30] 行不行？
[01:36:31] 下节课的话呢，
[01:36:32] 再给你们讲讲我在卢旺达的那两个同学行吧，
[01:36:36] 这节课就给大家先讲到印度阿三吧。
[01:36:39] 好吧，
[01:36:40] 另外呢，
[01:36:40] 我特别提醒大家一下啊，
[01:36:42] 最近这个崩崩老头的话呢，
[01:36:44] 哎，
[01:36:44] 真的弄的人还挺多的哈，
[01:36:46] 你千万别被人家崩了啊。
[01:36:48] 你们都是哪一年出生的？
[01:36:50] 我看看大家，
[01:36:51] 哎呀，
[01:36:51] 我一开始以为崩老头都是崩的，
[01:36:54] 那些50多的60多的，
[01:36:56] 谁知道现在逮着八零后九零后都叫老头了。
[01:36:59] 各位零五年的啊，
[01:37:01] 零五年那你们想让人家崩，
[01:37:03] 人家还不想崩，
[01:37:04] 零零年以后的都没有这个风险啊。
[01:37:07] 各位零年零零年以后的你们都没有钱，
[01:37:10] 没有工作，
[01:37:10] 人家都不不会搞你们的好不好？
[01:37:12] 另外的话呢，
[01:37:13] 你们知道吗？
[01:37:14] 我那个同学跟我说，
[01:37:15] 他说崩老头啊。
[01:37:16] 就是那个女的就是把他崩了之后，
[01:37:19] 还把他的微信卖给别人了，
[01:37:21] 我问他卖了多少钱一个微信啊，
[01:37:23] 他说十块钱能卖四个微信，
[01:37:25] 那么而且呢，
[01:37:26] 给他标注好了。
[01:37:27] 有的老头呢，
[01:37:28] 是难崩的，
[01:37:29] 就是不舍得出钱的那种小抠，
[01:37:31] 有的同学呢，
[01:37:32] 有的老头呢，
[01:37:33] 是好崩的，
[01:37:34] 然后呢，
[01:37:34] 好崩的话呢，
[01:37:35] 就能卖的贵一点，
[01:37:36] 难崩的话呢，
[01:37:37] 就是卖的便宜一点。
[01:37:39] 他他说他属于好崩的，
[01:37:41] 你知道吧？
[01:37:41] 他属于好好崩的，
[01:37:43] 哎呀，
[01:37:44] 这个叫自作自受啊，
[01:37:45] 这个也不怪别人，
[01:37:47] 你说。
[01:37:47] 这个我觉得现在这些这些人也太坏了，
[01:37:51] 你崩就崩吧，
[01:37:52] 你至少诚实守信，
[01:37:53] 是不是你给咱说你是一个肤白貌美大长腿的美女，
[01:37:57] 结果最后的话呢，
[01:37:58] 你是一个男的。
[01:37:59] 你说弄得咱们跟个gay似的，
[01:38:01] 弄得他老婆在他老婆现在我觉得如果是一个女的，
[01:38:05] 他老婆说不定还能接受一点。
[01:38:08] 关键是个男的把自己老公给崩了，
[01:38:10] 你知道他老婆，
[01:38:12] 我觉得现在像吃了苍蝇一样是吧？
[01:38:14] 这个哎，
[01:38:15] 没办法，
[01:38:16] 没办法。
[01:38:16] 好吧，
[01:38:17] 同学们。
[01:38:17] 大家的话呢，
[01:38:18] 不要随便被别人崩啊，
[01:38:20] 这个这个东西的话呢，
[01:38:21] 我以前我不知道，
[01:38:22] 我还以为开玩笑的，
[01:38:24] 我以前在网上我确实看到过崩老头这个视频。
[01:38:27] 但是呢，
[01:38:28] 我没注意看，
[01:38:29] 我就想老头谁会崩啊是吧？
[01:38:31] 没想到现在你看就八零后，
[01:38:33] 九零后，
[01:38:34] 九零后都是老头了，
[01:38:35] 你们还笑，
[01:38:36] 也就代表你是如果你是零一年的，
[01:38:39] 再过两年你也是老头的范畴，
[01:38:41] 你还笑。
[01:38:41] 好吧，
[01:38:42] 各位，
[01:38:42] 不过我发现哈，
[01:38:44] 男人最了解男人，
[01:38:46] 我们男人要骚起来，
[01:38:48] 你知道吗？
[01:38:49] 就是哎呀。
[01:38:50] 你知道就没没女同志什么事，
[01:38:52] 就是这两天的话呢，
[01:38:54] 自从他跟我说不不老头，
[01:38:55] 你们有没有最近在刷短视频，
[01:38:57] 有一个男的和几个女的一起走路，
[01:39:00] 男的穿的那种旗袍和裙子。
[01:39:02] 走的时候就是那个男的那种小骚味，
[01:39:04] 哎呀，
[01:39:04] 太太受不了了，
[01:39:05] 各位你你要把他们的头一挡住，
[01:39:07] 你你真的分不出来哪个是男的哪个是女的？
[01:39:10] 我们男的有的时候没节操哈，
[01:39:13] 闷骚起来不行的好吧。
[01:39:15] 大家加把劲啊，
