[00:00:00] 窗外的麻雀在电线杆上多嘴。
[01:20:09] 你们抓紧时间给老师扫一眼材料七当中它的高频词是在说哪一个？
[01:20:15] 有没有同学能够给老师看出来？
[01:20:18] 首先，
[01:20:19] 你当然可以看到观点句，
[01:20:21] 中间人才出现一次，
[01:20:24] 人才出现两次，
[01:20:25] 人才出现三次，
[01:20:27] 人才出现四次。
[01:20:29] 然后呢，
[01:20:29] 人才出现五次，
[01:20:31] 那么人才出现六次。
[01:20:34] 好了，
[01:20:34] 再带着大家看人才出现七次，
[01:20:38] 然后呢，
[01:20:39] 人才出现八次。
[01:20:41] 随便随便找同学们，
[01:20:44] 人才出现九次，
[01:20:46] 人才出现十次，
[01:20:48] 人才出现11次。
[01:20:50] 然后呢，
[01:20:51] 人才出现12次，
[01:20:52] 他都不止12次，
[01:20:54] 你有的时候你就先扫一眼，
[01:20:56] 扫一眼你就能够看到。
[01:20:58] 现在听懂了吗？
[01:20:59] 青年是人才当中的一种，
[01:21:02] 大家看做优做强制造业家底。
[01:21:05] 区建强人才梯队，
[01:21:06] 大家现在觉得这一个可以过的话，
[01:21:09] 就给老师打个过，
[01:21:11] 这则材料广东的题目，
[01:21:13] 我就告诉你高频词的用法，
[01:21:15] 你知道高频词也就可以了，
[01:21:17] 我们今天没有时间。
[01:21:19] 带着大家一个字一个字过啊，
[01:21:21] 后期会有，
[01:21:22] 就是我们这个课程呢，
[01:21:24] 到到后面就会有逐字逐句一篇文章一篇，
[01:21:27] 大家大家一个字一个字过，
[01:21:29] 但是现在不这样过。
[01:21:30] 好了，
[01:21:31] 我现在再问大家一下，
[01:21:33] 你觉得就是这个题目当中，
[01:21:36] 如果我们非要选一个词。
[01:21:38] 做大哥的话，
[01:21:39] 大家觉得会选择哪个词做大哥？
[01:21:43] 各位同学们，
[01:21:44] 抓紧时间看一下。
[01:21:46] 就是你会发现。
[01:21:48] 各位做优做强制造业家底，
[01:21:51] 是在说发展环境是吧？
[01:21:53] 还有是在说什么？
[01:21:55] 还有往下看政务环境，
[01:21:58] 大家能够看到政务环境吗？
[01:22:01] 能够看到政务环境吗？
[01:22:03] 各位能够看到政务环境吗？
[01:22:06] 还有大家来看一下，
[01:22:08] 能够看到政务服务吗？
[01:22:11] 各位，
[01:22:11] 我问大家一下，
[01:22:13] 这个政务服务。
[01:22:14] 政务服务和政务环境算不算是一个高频词？
[01:22:19] 算就给老师打个一，
[01:22:21] 不算就给老师打个二，
[01:22:23] 你看他所有的为企业做的这些事情，
[01:22:26] 本质上都是在说政务服务。
[01:22:29] 所以我们就选择它，
[01:22:30] 这个时候叫优化政务服务，
[01:22:32] 可以过的话就给老师打个过，
[01:22:34] 当然你非要写成优化营商环境，
[01:22:37] 我觉得也没啥问题好吧。
[01:22:39] 好了，
[01:22:39] 不再给大家累述，
[01:22:41] 大家看这是山东的题目，
[01:22:44] 请问大家一下，
[01:22:45] 以脉动的力量为主题。
[01:22:48] 请问这个山东的题目，
[01:22:50] 大家觉得我们待会儿啊，
[01:22:53] 写一篇文章。
[01:22:54] 当然是既要找对策，
[01:22:56] 又要找影响，
[01:22:57] 但是我在考试的时候是先找对策还是先找影响，
[01:23:02] 大家抓紧时间告诉我。
[01:23:04] 是不是依然要找相应的对策好，
[01:23:07] 我下面来考一下大家啊，
[01:23:09] 要考一下大家，
[01:23:11] 我看有没有同学能够搞定？
[01:23:13] 就是这个第一个自然段，
[01:23:15] 大家给老师找出一个对策，
[01:23:18] 先看看有没有高频词？
[01:23:20] 那个高频词，
[01:23:22] 它和我们脉动的力量能够发生关系，
[01:23:25] 能够直接挂钩的哪位同学可以告诉我。
[01:23:29] 一定在找分类点的时候要有目标导向，
[01:23:33] 各位这里面你们抓紧时间告诉我，
[01:23:36] 它是在说哪一个高频词，
[01:23:38] 我觉得大家不用我说。
[01:23:40] 应该抓紧时间把它看出来，
[01:23:42] 各位你会发现这里面的高频词是在说哪一个？
[01:23:47] 有没有同学能够告诉我哎，
[01:23:49] 我就看看哪个同学可以告诉我。
[01:23:52] 大家来看一下创新。
[01:23:54] 创新。
[01:23:56] 创新。
[01:23:57] 创新我的妈呀，
[01:23:59] 山东的命气人太善良了，
[01:24:01] 怕你近视眼，
[01:24:02] 老花眼看不出来创新。
[01:24:04] 创新创新。
[01:24:08] 创新。
[01:24:10] 各位够了吗？
[01:24:11] 如果你这个创新都没有看出来的话，
[01:24:14] 各位那就实在没办法了，
[01:24:16] 这个真的不能怪山东的命题人了。
[01:24:19] 行吧，
[01:24:20] 有的同学竟然看出来一个杂交是吧，
[01:24:23] 我都不知道你怎么想的，
[01:24:25] 脉动的力量你能够看出来一个杂交，
[01:24:28] 你就想想。
[01:24:29] 杂交它也是一个例子是吧？
[01:24:31] 我们要找的是规范的表述，
[01:24:33] 它是在说一个创新，
[01:24:35] 你也真是一个人才啊。
[01:24:37] 好吧，
[01:24:37] 山东的命题人都已经给你善良成这个样子了，
[01:24:41] 我觉得你确实你应该是反思一下自己行不行？
[01:24:45] 好了，
[01:24:45] 大家看，
[01:24:46] 为了防止你看不出来，
[01:24:48] 又给你出现了一个创新，
[01:24:50] 这个就别再说了，
[01:24:52] 好吧？
[01:24:52] 所以第一个分论点需要在坚持创新上下功夫，
[01:24:56] 大家觉得可以过的话就给老师打个过，
[01:24:59] 就给老师打个过。
[01:25:01] 好了，
[01:25:01] 再来给大家看一下下面第二个资产段，
[01:25:05] 要找第二个分论点，
[01:25:07] 我就问大家一下，
[01:25:09] 依然要和脉动的力量。
[01:25:11] 发生关联这个时候脉动力量，
[01:25:14] 我们需要找对策，
[01:25:16] 大家觉得你会找哪个对策？
[01:25:19] 哪位同学可以告诉我？
[01:25:21] 然后这里面断首句断尾句没有对策，
[01:25:24] 这里面都是在讲一个背景，
[01:25:27] 断首句断尾句是在讲背景，
[01:25:29] 没有对策。
[01:25:30] 好了，
[01:25:31] 这里边出现了一个那么中间有个书名号，
[01:25:35] 它讲的是一个调整。
[01:25:37] 还有一个转型。
[01:25:40] 哎，
[01:25:40] 调整和转型，
[01:25:42] 大家觉得在考试的时候，
[01:25:45] 我们是保留调整还是保留转型哪个词？
[01:25:49] 更好一些，
[01:25:50] 哪个词更大一些？
[01:25:52] 是不是大概率是转型啊？
[01:25:54] 没关系啊，
[01:25:55] 好了，
[01:25:55] 我们再来看一下这个段首句。
[01:25:58] 这个断首句没有出现具体的对策，
[01:26:02] 所以顺延大家看这里面叫转换。
[01:26:06] 请问大家下，
[01:26:07] 我们找到了转型，
[01:26:09] 又找到了转换，
[01:26:11] 你们觉得是要保留转型还是保留转换？
[01:26:15] 如果是我的话，
[01:26:17] 我就保留转型也就可以了，
[01:26:19] 大家觉得行吧，
[01:26:20] 你看啊，
[01:26:20] 我们政府的文件都用了转型，
[01:26:23] 所以我们优先用转型，
[01:26:24] 这是没有问题的。
[01:26:26] 好的，
[01:26:26] 大家来看一下，
[01:26:28] 下面又出现了一个转换。
[01:26:31] 下面又出现了一个转换，
[01:26:33] 还是和转型一起，
[01:26:34] 没有问题的，
[01:26:35] 下面都是在说具体的例子，
[01:26:38] 都是在说转型。
[01:26:39] 不用再细看了好吧，
[01:26:41] 下面产这个些都是在举例子，
[01:26:44] 都是在说我们如何转型，
[01:26:46] 不用管。
[01:26:47] 好，
[01:26:47] 我们的第二个分论点也就出来了，
[01:26:50] 但是请问大家一下，
[01:26:51] 我如果这样写前面一句话是在说总论点，
[01:26:55] 后面一句话是在说对策。
[01:26:57] 各位，
[01:26:57] 这种文章叫什么文章？
[01:26:59] 哪位同学可以告诉我是不是在说一个侧论文？
[01:27:04] 那么我后面如果想把它变成一个议论文加一句话，
[01:27:08] 如果分享加一句万能的话，
[01:27:11] 你们会给老师加哪句比较万能的话？
[01:27:14] 抓紧时间告诉东哥。
[01:27:17] 加哪句比较万能的话，
[01:27:19] 各位大家一起写下来，
[01:27:21] 叫推动高质量发展，
[01:27:24] 大家觉得行吧？
[01:27:25] 还可以加两句啊，
[01:27:27] 化美好蓝图行吧，
[01:27:29] 还有呢，
[01:27:29] 共创美好未来，
[01:27:31] 还有呢，
[01:27:32] 构建发展新格局，
[01:27:34] 还有呢，
[01:27:34] 开创发展新局面。
[01:27:36] 还有呢啊，
[01:27:37] 其他的都是可以的好吧，
[01:27:39] 谱写发展新篇。
[01:27:41] OK好了，
[01:27:41] 所有的同学抓紧时间看，
[01:27:44] 找第三个分类点，
[01:27:46] 第三个分类点呢，
[01:27:47] 我就给大家。
[01:27:49] 记住了，
[01:27:49] 还是在说脉动的力量要给我们找一个，
[01:27:54] 就是概括性比较强的对策。
[01:27:56] 概括性比较强的对策，
[01:27:58] 我这一个我一下子不一定能够完全看得出来，
[01:28:03] 大家看从。
[01:28:04] 这个地方有一个池路路，
[01:28:06] 看到池路路，
[01:28:07] 要想到它是在干什么？
[01:28:09] 是不是在说一个故事性的材料？
[01:28:12] 这个时候要想加快速度。
[01:28:15] 我们就一定要想到找规范的表述和总结性的表述，
[01:28:20] 大家看这里面。
[01:28:22] 出现了一个董海波，
[01:28:24] 董海波是在讲什么？
[01:28:26] 是不是在讲一个那个观点句啊？
[01:28:30] 这个观点句当中，
[01:28:32] 请问大家下有没有任何的对策可以和脉动的力量发生关联？
[01:28:38] 哪位同学可以直接告诉我哪个词和脉动的力量发生关联，
[01:28:43] 是不是这里边讲了一个？
[01:28:46] 进一步什么叫进一步？
[01:28:48] 哪位同学能够告诉我，
[01:28:50] 进一步是不是就是代表我以前做了？
[01:28:53] 我明天还做，
[01:28:54] 后天还做，
[01:28:55] 这个就叫进一步。
[01:28:57] 它是一个深入的过程，
[01:28:59] 它是一个程度强化的过程，
[01:29:01] 大家能够同意吧，
[01:29:03] 所以我问大家下。
[01:29:05] 强化服务举措，
[01:29:06] 完善服务体系，
[01:29:08] 可不可以作为我们的分类点？
[01:29:11] 可以吧，
[01:29:12] 但是。
[01:29:13] 我没有办法把两句话都写到，
[01:29:16] 所以我只写一个词。
[01:29:18] 这个词是不是一定就是服务啊？
[01:29:20] 前面加一个动词，
[01:29:22] 把它变成一个对策，
[01:29:24] 是不是叫优化服务啊？
[01:29:26] 所以很简单吧，
[01:29:27] 你看啊，
[01:29:27] 脉动的力量是总论点，
[01:29:29] 对策就是优化服务是分论点的对策，
[01:29:32] 如果你还想加一句的话，
[01:29:34] 依然加一句万能的。
[01:29:36] 是吧，
[01:29:36] 共创美好未来都是可以的，
[01:29:39] 现在听懂了吗？
[01:29:40] 听懂的话给老师打个一，
[01:29:42] 有的同学说老师这样的高频次不是人力资源，
[01:29:45] 是人才吗？
[01:29:46] 各位，
[01:29:47] 你一定要记住了，
[01:29:48] 它整个要以大定小啊，
[01:29:50] 前面人力资源都是在说一个具体的例子啊。
[01:29:54] 他都是为了引出服务这个词啊，
[01:29:57] 一定要看懂了行吗？
[01:29:59] 还人才为什么不行？
[01:30:01] 就是这样不行，
[01:30:02] 还人才为什么不行好吗？
[01:30:04] 还人才为什么不行？
[01:30:06] 前面给你讲过多少遍，
[01:30:07] 是一个故事，
[01:30:08] 后面是一个总结性的表述，
[01:30:10] 一定要出总结性的表述，
[01:30:12] 里面还人才为什么不行啊？
[01:30:14] 因为你不是人才，
[01:30:16] 所以不行。
[01:30:16] 求求你了好吗？
[01:30:17] 同学们跟跟跟你说100遍了，
[01:30:20] 前面是故事性的材料，
[01:30:21] 然后呢，
[01:30:22] 是一个例子，
[01:30:23] 后面是一个总结性的表述，
[01:30:25] 是一个规范的表述。
[01:30:26] 咱们从第一节课底层逻辑讲到现在，
[01:30:29] 俺求求你了，
[01:30:30] 你说俺的怎么弄俺，
[01:30:32] 俺也尽力了啊，
[01:30:33] 俺也没讲话，
[01:30:34] 没讲说俺也俺也没有意见。
[01:30:36] 你给俺弄的俺都崩溃了，
[01:30:38] 俺心态很不好了，
[01:30:39] 俺俺挣你点钱，
[01:30:40] 俺多不容易啊，
[01:30:42] 俺嗓子都讲哑了，
[01:30:43] 俺求求你把它记下来行不行？
[01:30:45] 各位从第一节课我一直在夸你很聪明，
[01:30:48] 我一直在说我讲课不好，
[01:30:50] 所以我就反复的给你讲，
[01:30:52] 俺求求你了好不好同学们？
[01:30:54] 多么痛的领悟。
[01:30:57] 你是我的全部好不好？
[01:31:00] 是你们逼我唱歌的啊，
[01:31:03] 大家看这三。
[01:31:05] 三个分类点就出来了，
[01:31:06] 坚持创新产业转型，
[01:31:08] 优化服务，
[01:31:09] 把它全部搞定也就可以了啊，
[01:31:11] 坚持创新，
[01:31:12] 优化服务产业转型好。
[01:31:14] 再带着大家往下走啊，
[01:31:16] 各位哎，
[01:31:16] 今天的话呢，
[01:31:17] 这个题目非常难好了，
[01:31:19] 这个题目当年考的时候的话呢，
[01:31:22] 很多同学都把它搞错了，
[01:31:24] 兄弟们。
[01:31:25] 这个题目是这些年当中非常难的一个，
[01:31:28] 大家看我们就是要把每件小事做好，
[01:31:30] 让阳光照亮城市每一个角落，
[01:31:33] 请问大家一下总论点应该是什么？
[01:31:35] 总论点是不是就是应该做好每件小事啊，
[01:31:40] 大家一起写做好。
[01:31:42] 每件。
[01:31:44] 小事OK好了，
[01:31:45] 现在我问大家下做好每件小事，
[01:31:49] 我们接下来找分论点，
[01:31:51] 他是让我们写成一篇文章，
[01:31:54] 当然。
[01:31:54] 既要找对策，
[01:31:55] 又要找影响，
[01:31:56] 但是像东哥这样的不是人才的，
[01:31:59] 应该怎么办？
[01:32:00] 各位就是像东哥这样不是人才的，
[01:32:03] 应该是找对策还是应该找影响？
[01:32:06] 是不是要去找对策？
[01:32:08] 好，
[01:32:08] 我们带着大家来看一下啊，
[01:32:11] 对策。
[01:32:12] 好，
[01:32:12] 首先来看一下第一个自然段，
[01:32:15] 你们就告诉我第一个自然段。
[01:32:18] 看到了一个。
[01:32:20] 第一个自然段，
[01:32:22] 请问大家下。
[01:32:23] 来看一下断首句。
[01:32:26] 你记住了啊，
[01:32:27] 断手续是做好。
[01:32:30] 每件。
[01:32:32] 小事一定要和总论点发生关联，
[01:32:35] 如果这里面做好每件小事的话，
[01:32:37] 你觉得从第一句话当中能不能看出来他做的是什么好，
[01:32:42] 什么小事？
[01:32:43] 他做的是什么事情？
[01:32:45] 哪位同学可以告诉我是不是对这个？
[01:32:49] 孩童还有老人干什么？
[01:32:51] 就是搞了一个食堂，
[01:32:53] 大家能够同意吧？
[01:32:55] 是不是就是对于老人和孩童搞了一个食堂，
[01:33:00] 大家没有问题吧？
[01:33:01] 好了，
[01:33:02] 接着。
[01:33:02] 来看一下这个断尾句，
[01:33:05] 它是在说总论点这个没关系，
[01:33:07] 好了再来看一下这个断首句。
[01:33:10] 我请问大家下，
[01:33:12] 他如果做了一件好事，
[01:33:14] 他是做了什么？
[01:33:15] 是不是就是对于哎，
[01:33:17] 李大爷做了什么好事？
[01:33:19] 提供了养老服务综合体啊，
[01:33:22] 大家同意吗？
[01:33:24] 好了再来看一下段伟俊。
[01:33:27] 断尾句大家看，
[01:33:28] 如果他做了好事，
[01:33:29] 涉及到分类点是涉及到什么分类点，
[01:33:32] 是不是就搞了一个助餐点啊？
[01:33:34] 是不是就搞了一个养老服务综合体啊？
[01:33:37] 是不是就搞了一个认知障碍友好社区啊？
[01:33:40] 大家觉得。
[01:33:42] 听明白的话就给老师打个机。
[01:33:44] 就是，
[01:33:45] 但是我现在问大家一下啊，
[01:33:47] 你们现在告诉我哎，
[01:33:49] 给他们搞一个食堂。
[01:33:51] 是吧，
[01:33:51] 给他们搞一个食堂，
[01:33:53] 给他们搞一个养老服务综合体，
[01:33:55] 给他们搞一个助餐点，
[01:33:57] 给他们搞一个养老服务综合体，
[01:34:00] 给他们搞一个。
[01:34:01] 认知障碍友好区，
[01:34:03] 这些是在说例子还是在说规范的表述？
[01:34:06] 同学们，
[01:34:07] 能不能告诉我？
[01:34:08] 是不是再举了具体的例子啊？
[01:34:11] 好了，
[01:34:12] 所以我不急着出点，
[01:34:13] 我只能往下看，
[01:34:15] 没办法硬着头皮往下看。
[01:34:17] 好了，
[01:34:18] 读一下断首句，
[01:34:19] 请问这个断首句，
[01:34:21] 我们一定要记住我们的目标是叫。
[01:34:24] 做好每件小事。
[01:34:28] 请问大家下这件小事，
[01:34:31] 你们觉得如果只看第一句话是做的什么好事啊？
[01:34:36] 是不是就是对于对于孩子搞了一个积木啊，
[01:34:41] 大家能够同意吧，
[01:34:42] 好了再来看一下断尾句。
[01:34:45] 断尾句呢是如果非要做一件小事的话，
[01:34:49] 是指谁啊？
[01:34:50] 是不是就搞了一个托育中心啊？
[01:34:53] 是不是就搞了一个15分钟的啊？
[01:34:56] 服务圈啊，
[01:34:56] 大家发现了吗？
[01:34:57] 哎呦，
[01:34:58] 我的妈呀，
[01:34:59] 这个时候我脑袋有点崩溃，
[01:35:01] 为什么有点崩溃啊？
[01:35:02] 大家看他在前面给小孩给老人搞了食堂，
[01:35:07] 而且给老人搞了住餐点，
[01:35:10] 给搞老人搞了服务。
[01:35:13] 给老人搞了认知障碍友好社区。
[01:35:16] 到后面的话呢，
[01:35:17] 又给小孩呢搞了一个托育中心。
[01:35:20] 哎呀，
[01:35:20] 你会发现老人和小孩有没有交叉的地方？
[01:35:25] 有交叉吧，
[01:35:26] 老人小孩都能吃食堂，
[01:35:28] 然后老人又单独的搞了。
[01:35:30] 那个综合体老人又单独搞了认知障碍的综合区，
[01:35:34] 然后小孩的话呢，
[01:35:36] 又干了什么，
[01:35:37] 小孩又搞了一个积木，
[01:35:39] 又搞了一个托育服务圈。
[01:35:41] 我这个没法合并啊，
[01:35:42] 我愁死了，
[01:35:43] 真的，
[01:35:43] 我我马上要退课了，
[01:35:45] 我真的没法搞了，
[01:35:46] 我CPU冒烟了，
[01:35:47] 赶紧给我上电风扇。
[01:35:49] 这时候没办法硬着头皮往下走。
[01:35:51] 哎，
[01:35:52] 我就说了，
[01:35:53] 看断首句断尾句，
[01:35:55] 从这一个大家看这个断首句断尾句，
[01:35:59] 如果涉及到。
[01:36:00] 做小事，
[01:36:01] 请问大家下他做的对策，
[01:36:03] 你不就是找对策吗？
[01:36:05] 这个对策大家告诉我是在说什么对策，
[01:36:08] 哪位同学能够告诉我？
[01:36:10] 是不是关注的从不只是一老一幼，
[01:36:14] 你看人家阅卷人，
[01:36:16] 人家命题人多么牛逼，
[01:36:18] 我刚才。
[01:36:19] 我发现他老人食堂老人小孩都吃食堂，
[01:36:22] 我分不开，
[01:36:23] 这个时候他跟我分开了，
[01:36:25] 而且更是。
[01:36:27] 兄弟们，
[01:36:28] 告诉我这句话就是我们解题的一个题眼。
[01:36:32] 这句话在考试的时候，
[01:36:34] 它叫什么句子？
[01:36:36] 同学们告诉我。
[01:36:37] 你会发现它有两句话，
[01:36:40] 这句话是不是叫做一个过渡句，
[01:36:43] 过渡句它的作用？
[01:36:45] 是指什么？
[01:36:46] 哪位同学能够告诉我过渡句的作用？
[01:36:49] 前面一句是不是就是在说乘上？
[01:36:52] 下面一句是不是就是在说起下，
[01:36:55] 大家能够同意吗？
[01:36:57] 前面一句再说承上，
[01:36:59] 后面一句是在说起下。
[01:37:01] 好了，
[01:37:02] 那么我们过渡句。
[01:37:05] 请问程少。
[01:37:07] 它本身有没有总结的作用？
[01:37:09] 有的话就给老师打个，
[01:37:11] 有没有的话就给老师打个，
[01:37:13] 没有过渡句，
[01:37:14] 本身就是总结的作用，
[01:37:16] 也就是说。
[01:37:17] 前面都是在给我讲故事性材料，
[01:37:20] 什么一起吃食堂，
[01:37:21] 一起综合体，
[01:37:22] 一起认知障碍综合区，
[01:37:24] 一起什么托育服务圈，
[01:37:25] 哈哈哈。
[01:37:26] 各位，
[01:37:26] 他终于给我做了一个总结了，
[01:37:29] 这个时候我把它搞定，
[01:37:31] 大家一起写叫要。
[01:37:32] 聚焦。
[01:37:35] 要聚焦。
[01:37:37] 什么一老一幼，
[01:37:39] 大家一起写下来，
[01:37:41] 一老一幼，
[01:37:42] 这就是一个分论点的对策，
[01:37:45] 各位这个分论点的对策，
[01:37:47] 如果大家。
[01:37:48] 想要写一个影响的话，
[01:37:50] 你觉得需要写什么？
[01:37:52] 影响哪位同学能够告诉我这个影响？
[01:37:55] 哎，
[01:37:56] 对老人的影响，
[01:37:57] 对小孩的影响，
[01:37:59] 你就直接随给我编一个出来就行了，
[01:38:02] 实现老友。
[01:38:04] 锁养OK又有什又有什么，
[01:38:07] 这个些幼儿都上什么了，
[01:38:10] 是不是都上？
[01:38:12] 又有所欲啊，
[01:38:13] 一起把它搞定，
[01:38:15] 实现老有所养，
[01:38:16] 幼有所育啊，
[01:38:18] 前面加一个动词。
[01:38:19] 办好。
[01:38:21] 民生。
[01:38:23] 小事办好，
[01:38:24] 民生小事一起把它搞定。
[01:38:26] 要聚焦一老一幼，
[01:38:28] 实现老有所养，
[01:38:29] 幼有所育，
[01:38:30] 一起把它搞定也就可以了。
[01:38:32] 现在大家觉得可以过的话，
[01:38:34] 就给老师打个过好吧，
[01:38:36] 需要过的话就给老师直接打个过好了，
[01:38:39] 大家看这个里边。
[01:38:41] 一老一幼，
[01:38:42] 请问大家一下。
[01:38:44] 它最重要的是我给大家讲的方法当中的段首句。
[01:38:49] 断尾句。
[01:38:51] 高频词。
[01:38:53] 关联词，
[01:38:54] 关键词主体当中的哪一个？
[01:38:56] 抓紧时间给老师敲出来，
[01:38:59] 各位你会发现。
[01:39:01] 是不是在说一个主体啊好？
[01:39:04] 我问大家一下，
[01:39:05] 如果你的第一个分论点是从主体找的，
[01:39:08] 那么你的第二个分论点大概率因为分论点之间，
[01:39:12] 它是一个并列关系，
[01:39:14] 大概率还要从什么找？
[01:39:16] 是不是还要从主体去找啊？
[01:39:20] 好了，
[01:39:20] 来看一下这一段的段尾句，
[01:39:23] 大家告诉我这一段段尾句有没有出现主体？
[01:39:28] 你看，
[01:39:28] 打造吸引青年人才的新生态，
[01:39:32] 如果前面是关注一老一幼，
[01:39:35] 那么后面。
[01:39:36] 是不是就是叫关爱？
[01:39:39] 青年啊，
[01:39:40] 大家同意吗？
[01:39:41] 关爱青年人才也是可以的，
[01:39:44] 这是没有问题。
[01:39:46] 好吧，
[01:39:46] 好了再带着大家往下走。
[01:39:49] 大家来看一下这一个段首句依然要注意，
[01:39:53] 从主体去找对策，
[01:39:55] 去找我们的分论点。
[01:39:58] 大家告诉我，
[01:39:59] 在这个例子当中，
[01:40:01] 如果真的出现了一个主体的话，
[01:40:04] 这个主体应该是指的谁？
[01:40:07] 哪位同学可以告诉我，
[01:40:09] 你会发现是不是指的一个困难群体啊？
[01:40:12] 再来看一下断手句，
[01:40:14] 依然他是在说。
[01:40:16] 特殊群体，
[01:40:18] 大家同意吗？
[01:40:20] 所以最后一个分论点叫不能。
[01:40:24] 落下。
[01:40:27] 特殊。
[01:40:30] 全解。
[01:40:32] OK，
[01:40:32] 你可以给老师写一个影响，
[01:40:35] 就是我们发了财之后，
[01:40:37] 国家是讲究共富的啊要。
[01:40:40] 共享。
[01:40:43] 发展。
[01:40:46] 成果加一个影响，
[01:40:47] 刚才我们那个青年人才没有加青年人才加一个影响，
[01:40:51] 大家觉得关爱青年人才可以加一个什么影响？
[01:40:55] 那么，
[01:40:55] 关于青年人才，
[01:40:57] 我们可以打造。
[01:40:58] 引才。
[01:41:00] 还有一个留财。
[01:41:03] 新生态。
[01:41:04] 大家把新生态给老师写下来，
[01:41:06] 这个影响答案不是唯一的，
[01:41:08] 你从材料当中找一个差不多的词，
[01:41:11] 把它写进去也就行了。
[01:41:12] 大家看啊，
[01:41:13] 这个时候你看啊，
[01:41:15] 这个时候我们就把它全部找出来了，
[01:41:19] 你看题干当中明显说了就是。
[01:41:21] 全龄这个全龄包含了老人这个全龄包含了哪几个龄呢？
[01:41:27] 包含了大家看一个是一老一幼。
[01:41:31] 一个是青年。
[01:41:33] 还有一个是什么？
[01:41:35] 还有一个是特殊群体，
[01:41:37] 大家觉得可以过的话，
[01:41:39] 给老师打个过。
[01:41:40] 各位，
[01:41:41] 我再给大家说一下，
[01:41:43] 在考试的时候，
[01:41:44] 如果你通过断尾断首句断尾句，
[01:41:48] 然后呢高频词？
[01:41:49] 关联词，
[01:41:50] 关键词主体，
[01:41:52] 你记住了，
[01:41:53] 主体也是出对策的，
[01:41:55] 很重要的一种方式。
[01:41:58] 千万记住有没有同学第一次知道，
[01:42:01] 原来主体也是可以出对策，
[01:42:03] 有同学知道的话，
[01:42:05] 给老师打个一。
[01:42:06] 你比如说啊，
[01:42:07] 有一年我们出现了一，
[01:42:09] 我们有一个题目，
[01:42:10] 这个题目的名字叫赶考，
[01:42:13] 他给了我们几则材料。
[01:42:14] 中间的话呢，
[01:42:16] 它的分论点就是在说政府应该怎么赶考？
[01:42:19] 哎，
[01:42:20] 个人应该怎么敢考？
[01:42:22] 企业应该怎么敢考？
[01:42:24] 你会发现其实就很简单。
[01:42:27] 好吧，
[01:42:27] 其其实就是很简单，
[01:42:29] 大家应该把它搞定，
[01:42:30] 有一年有一个题目叫赶考之后会给大家慢慢的串，
[01:42:33] 不要着急，
[01:42:34] 这个题目大家觉得可以过的话就给老师打个过。
[01:42:37] 各位，
[01:42:38] 这种润色呢，
[01:42:39] 也都给大家润色完了啊。
[01:42:42] 好，
[01:42:42] 再带着大家往下走，
[01:42:43] 大家来看一下这个题目应该怎么把它搞定？
[01:42:47] 这个是山东的题目，
[01:42:48] 山东的大作文呢，
[01:42:50] 一般比较难找。
[01:42:51] 就说把准门开准方，
[01:42:53] 请问看到这个题目写一篇文章，
[01:42:56] 我们当然知道分论点既要找对策。
[01:42:59] 又要找影响，
[01:43:01] 但是我们优先先要找什么？
[01:43:03] 是不是优先要找对策好？
[01:43:05] 我们找对策带着大家随便看一下。
[01:43:09] 这个对策应该怎么找大家看材料一当中？
[01:43:14] 材料一当中，
[01:43:15] 同学们抓紧时间看一下，
[01:43:17] 如果非要找对策的话，
[01:43:20] 大家应该找哪一个？
[01:43:22] 是不是就是断尾句啊？
[01:43:24] 断尾句它干的对策就是打准们是不是就是开展整治群众不满意的活动啊？
[01:43:32] 然后再来看一下它怎么开展整治呢，
[01:43:35] 中间有一个。
[01:43:36] 推出民生实事项目，
[01:43:38] 这个时候你一定要记住了，
[01:43:41] 你所有看到这些词一定要和什么发生关联，
[01:43:45] 哪位同学可以告诉我？
[01:43:47] 是不是要和把脉发生关联啊？
[01:43:52] 你就记住了哈，
[01:43:53] 把准什么方面的麦？
[01:43:55] 是不是把准民生之麦啊？
[01:43:58] 那么再接着来看一下。
[01:44:00] 这一段的断首句依然出现了一个民生，
[01:44:03] 这个时候既是断首句，
[01:44:05] 又是断尾句，
[01:44:06] 就把它全部搞定了，
[01:44:07] 这叫什么词？
[01:44:08] 哪位同学可以告诉我？
[01:44:10] 是不是就是叫高频词啊？
[01:44:12] 你看这句话本质上也是在说民生，
[01:44:15] 这句话也是在说民生，
[01:44:17] 这句话也是在说民生，
[01:44:19] 所以它就是在说民生。
[01:44:21] 好，
[01:44:21] 所以第一个分论点，
[01:44:23] 我们就给大家出来了，
[01:44:25] 大家看。
[01:44:26] 这个分论点，
[01:44:27] 你就把它写成把准民生之门，
[01:44:30] 开好幸福处方，
[01:44:31] 大家听懂的话，
[01:44:32] 给老师打个一。
[01:44:34] 大家看分论点的对策，
[01:44:36] 说到这儿，
[01:44:37] 我给大家做一个小小的总结，
[01:44:39] 它的三种方向全部出来了。
[01:44:42] 大家一起把它搞定，
[01:44:44] 这个对策第一个大家一起想叫怎么干，
[01:44:48] 大家把怎么干给老师打出来。
[01:44:50] 这个就是你可能出分类点的第一个角度，
[01:44:54] 第二个叫谁来干？
[01:44:56] 谁来干？
[01:44:57] 大家把谁来干？
[01:44:58] 给老师打出来那么第三个可能的是叫干哪方面？
[01:45:04] 大家把。
